Sp_Name,SpName,id,order,family,subfamily,tribe,genus,specificEpithet,CMW_sciName,MSW3_sciName,SynonymUsedMDD,X,tiplabel,gen,fam,ord,clade,higher,MSW3_sciName_matched,genes,extinct.,samp,PC,SynonymMatched,Phylo_Name,PhyloName
Dipodomys_ordii,Dipodomys ordii,1001901,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Dipodomys,ordii,Dipodomys ordii,Dipodomys ordii,NA,88,Dipodomys_ordii_HETEROMYIDAE_RODENTIA,Dipodomys,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Dipodomys_ordii,6,0,sampled,PC7_Castorimorpha,NA,Dipodomys_ordii,Dipodomys ordii
Dipodomys_panamintinus,Dipodomys panamintinus,1001903,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Dipodomys,panamintinus,Dipodomys panamintinus,Dipodomys panamintinus,NA,89,Dipodomys_panamintinus_HETEROMYIDAE_RODENTIA,Dipodomys,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Dipodomys_panamintinus,2,0,sampled,PC7_Castorimorpha,NA,Dipodomys_panamintinus,Dipodomys panamintinus
Dipodomys_spectabilis,Dipodomys spectabilis,1001906,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Dipodomys,spectabilis,Dipodomys spectabilis,Dipodomys spectabilis,NA,90,Dipodomys_spectabilis_HETEROMYIDAE_RODENTIA,Dipodomys,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Dipodomys_spectabilis,5,0,sampled,PC7_Castorimorpha,NA,Dipodomys_spectabilis,Dipodomys spectabilis
Dremomys_everetti,Dremomys everetti,1001579,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Sundasciurus,everetti,Sundasciurus everetti,Sundasciurus everetti,Sundasciurus everetti,91,Dremomys_everetti_SCIURIDAE_RODENTIA,Dremomys,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Dremomys_everetti,0,0,imputed,PC13_SquirrelRelated,NA,Dremomys_everetti,Dremomys everetti
Dremomys_gularis,Dremomys gularis,1001550,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Dremomys,gularis,Dremomys gularis,Dremomys gularis,NA,92,Dremomys_gularis_SCIURIDAE_RODENTIA,Dremomys,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Dremomys_gularis,1,0,sampled,PC13_SquirrelRelated,NA,Dremomys_gularis,Dremomys gularis
Dremomys_pernyi,Dremomys pernyi,1001552,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Dremomys,pernyi,Dremomys pernyi,Dremomys pernyi,NA,93,Dremomys_pernyi_SCIURIDAE_RODENTIA,Dremomys,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Dremomys_pernyi,4,0,sampled,PC13_SquirrelRelated,NA,Dremomys_pernyi,Dremomys pernyi
Dryomys_nitedula,Dryomys nitedula,1001525,RODENTIA,GLIRIDAE,LEITHIINAE,NA,Dryomys,nitedula,Dryomys nitedula,Dryomys nitedula,NA,94,Dryomys_nitedula_GLIRIDAE_RODENTIA,Dryomys,GLIRIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Dryomys_nitedula,6,0,sampled,PC13_SquirrelRelated,NA,Dryomys_nitedula,Dryomys nitedula
Eospalax_smithii,Eospalax smithii,1003781,RODENTIA,SPALACIDAE,MYOSPALACINAE,NA,Eospalax,smithii,Eospalax smithii,Eospalax smithii,NA,95,Eospalax_smithii_SPALACIDAE_RODENTIA,Eospalax,SPALACIDAE,RODENTIA,Mouse-related,Euarchontoglires,Eospalax_smithii,1,0,sampled,PC9_Spalacidae,NA,Eospalax_smithii,Eospalax smithii
Eothenomys_cachinus,Eothenomys cachinus,1002173,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Eothenomys,cachinus,Eothenomys cachinus,Eothenomys cachinus,NA,96,Eothenomys_cachinus_CRICETIDAE_RODENTIA,Eothenomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Eothenomys_cachinus,2,0,sampled,PC12_Cricetidae,NA,Eothenomys_cachinus,Eothenomys cachinus
Eothenomys_chinensis,Eothenomys chinensis,1002174,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Eothenomys,chinensis,Eothenomys chinensis,Eothenomys chinensis,NA,97,Eothenomys_chinensis_CRICETIDAE_RODENTIA,Eothenomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Eothenomys_chinensis,4,0,sampled,PC12_Cricetidae,NA,Eothenomys_chinensis,Eothenomys chinensis
Eothenomys_custos,Eothenomys custos,1002176,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Eothenomys,custos,Eothenomys custos,Eothenomys custos,NA,98,Eothenomys_custos_CRICETIDAE_RODENTIA,Eothenomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Eothenomys_custos,2,0,sampled,PC12_Cricetidae,NA,Eothenomys_custos,Eothenomys custos
Eothenomys_melanogaster,Eothenomys melanogaster,1002183,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Eothenomys,melanogaster,Eothenomys melanogaster,Eothenomys melanogaster,NA,99,Eothenomys_melanogaster_CRICETIDAE_RODENTIA,Eothenomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Eothenomys_melanogaster,5,0,sampled,PC12_Cricetidae,NA,Eothenomys_melanogaster,Eothenomys melanogaster
Eothenomys_miletus,Eothenomys miletus,1002184,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Eothenomys,miletus,Eothenomys miletus,Eothenomys miletus,NA,100,Eothenomys_miletus_CRICETIDAE_RODENTIA,Eothenomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Eothenomys_miletus,3,0,sampled,PC12_Cricetidae,NA,Eothenomys_miletus,Eothenomys miletus
Eothenomys_olitor,Eothenomys olitor,1002185,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Eothenomys,olitor,Eothenomys olitor,Eothenomys olitor,NA,101,Eothenomys_olitor_CRICETIDAE_RODENTIA,Eothenomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Eothenomys_olitor,1,0,sampled,PC12_Cricetidae,NA,Eothenomys_olitor,Eothenomys olitor
Eozapus_setchuanus,Eozapus setchuanus,1002012,RODENTIA,ZAPODIDAE,NA,NA,Eozapus,setchuanus,Eozapus setchuanus,Eozapus setchuanus,NA,102,Eozapus_setchuanus_DIPODIDAE_RODENTIA,Eozapus,DIPODIDAE,RODENTIA,Mouse-related,Euarchontoglires,Eozapus_setchuanus,4,0,sampled,PC8_Dipodidae,NA,Eozapus_setchuanus,Eozapus setchuanus
Euryoryzomys_macconnelli,Euryoryzomys macconnelli,1002535,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Euryoryzomys,macconnelli,Euryoryzomys macconnelli,Oryzomys macconnelli,NA,103,Euryoryzomys_macconnelli_CRICETIDAE_RODENTIA,Euryoryzomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,3,0,sampled,PC12_Cricetidae,NA,Euryoryzomys_macconnelli,Euryoryzomys macconnelli
Euryoryzomys_nitidus,Euryoryzomys nitidus,1002536,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Euryoryzomys,nitidus,Euryoryzomys nitidus,Oryzomys nitidus,NA,104,Euryoryzomys_nitidus_CRICETIDAE_RODENTIA,Euryoryzomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,2,0,sampled,PC12_Cricetidae,NA,Euryoryzomys_nitidus,Euryoryzomys nitidus
Euryzygomatomys_spinosus,Euryzygomatomys spinosus,1001475,RODENTIA,ECHIMYIDAE,EURYZYGOMATOMYINAE,NA,Euryzygomatomys,spinosus,Euryzygomatomys spinosus,Euryzygomatomys spinosus,NA,105,Euryzygomatomys_spinosus_ECHIMYIDAE_RODENTIA,Euryzygomatomys,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Euryzygomatomys_spinosus,6,0,sampled,PC14_GuineaPigRelated,NA,Euryzygomatomys_spinosus,Euryzygomatomys spinosus
Exilisciurus_concinnus,Exilisciurus concinnus,1001555,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Exilisciurus,concinnus,Exilisciurus concinnus,Exilisciurus concinnus,NA,106,Exilisciurus_concinnus_SCIURIDAE_RODENTIA,Exilisciurus,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Exilisciurus_concinnus,3,0,sampled,PC13_SquirrelRelated,NA,Exilisciurus_concinnus,Exilisciurus concinnus
Exilisciurus_whiteheadi,Exilisciurus whiteheadi,1001557,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Exilisciurus,whiteheadi,Exilisciurus whiteheadi,Exilisciurus whiteheadi,NA,107,Exilisciurus_whiteheadi_SCIURIDAE_RODENTIA,Exilisciurus,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Exilisciurus_whiteheadi,0,0,imputed,PC13_SquirrelRelated,NA,Exilisciurus_whiteheadi,Exilisciurus whiteheadi
Funisciurus_carruthersi,Funisciurus carruthersi,1001805,RODENTIA,SCIURIDAE,XERINAE,PROTOXERINI,Funisciurus,carruthersi,Funisciurus carruthersi,Funisciurus carruthersi,NA,108,Funisciurus_carruthersi_SCIURIDAE_RODENTIA,Funisciurus,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Funisciurus_carruthersi,1,0,sampled,PC13_SquirrelRelated,NA,Funisciurus_carruthersi,Funisciurus carruthersi
Galea_musteloides,Galea musteloides,1001200,RODENTIA,CAVIIDAE,CAVIINAE,NA,Galea,musteloides,Galea musteloides,Galea musteloides,NA,109,Galea_musteloides_CAVIIDAE_RODENTIA,Galea,CAVIIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Galea_musteloides,4,0,sampled,PC14_GuineaPigRelated,NA,Galea_musteloides,Galea musteloides
Glaucomys_sabrinus,Glaucomys sabrinus,1001621,RODENTIA,SCIURIDAE,SCIURINAE,PTEROMYINI,Glaucomys,sabrinus,Glaucomys sabrinus,Glaucomys sabrinus,NA,110,Glaucomys_sabrinus_SCIURIDAE_RODENTIA,Glaucomys,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Glaucomys_sabrinus,2,0,sampled,PC13_SquirrelRelated,NA,Glaucomys_sabrinus,Glaucomys sabrinus
Glaucomys_volans,Glaucomys volans,1001622,RODENTIA,SCIURIDAE,SCIURINAE,PTEROMYINI,Glaucomys,volans,Glaucomys volans,Glaucomys volans,NA,111,Glaucomys_volans_SCIURIDAE_RODENTIA,Glaucomys,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Glaucomys_volans,14,0,sampled,PC13_SquirrelRelated,NA,Glaucomys_volans,Glaucomys volans
Glis_glis,Glis glis,1001506,RODENTIA,GLIRIDAE,GLIRINAE,NA,Glis,glis,Glis glis,Glis glis,NA,112,Glis_glis_GLIRIDAE_RODENTIA,Glis,GLIRIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Glis_glis,9,0,sampled,PC13_SquirrelRelated,NA,Glis_glis,Glis glis
Glyphotes_simus,Glyphotes simus,1001558,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Glyphotes,simus,Glyphotes simus,Glyphotes simus,NA,113,Glyphotes_simus_SCIURIDAE_RODENTIA,Glyphotes,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Glyphotes_simus,0,0,imputed,PC13_SquirrelRelated,NA,Glyphotes_simus,Glyphotes simus
Grammomys_dryas,Grammomys dryas,1003073,RODENTIA,MURIDAE,MURINAE,ARVICANTHINI,Grammomys,dryas,Grammomys dryas,Grammomys dryas,NA,114,Grammomys_dryas_MURIDAE_RODENTIA,Grammomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Grammomys_dryas,0,0,imputed,PC11_Muridae,NA,Grammomys_dryas,Grammomys dryas
Graomys_centralis,Graomys centralis,1002710,RODENTIA,CRICETIDAE,SIGMODONTINAE,PHYLLOTINI,Graomys,chacoensis,Graomys chacoensis,Graomys chacoensis,Graomys chacoensis,115,Graomys_centralis_CRICETIDAE_RODENTIA,Graomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Graomys_centralis,4,0,sampled,PC12_Cricetidae,NA,Graomys_centralis,Graomys centralis
Graomys_domorum,Graomys domorum,1002711,RODENTIA,CRICETIDAE,SIGMODONTINAE,PHYLLOTINI,Graomys,domorum,Graomys domorum,Graomys domorum,NA,116,Graomys_domorum_CRICETIDAE_RODENTIA,Graomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Graomys_domorum,3,0,sampled,PC12_Cricetidae,NA,Graomys_domorum,Graomys domorum
Graphiurus_murinus,Graphiurus murinus,1001515,RODENTIA,GLIRIDAE,GRAPHIURINAE,NA,Graphiurus,murinus,Graphiurus murinus,Graphiurus murinus,NA,117,Graphiurus_murinus_GLIRIDAE_RODENTIA,Graphiurus,GLIRIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Graphiurus_murinus,23,0,sampled,PC13_SquirrelRelated,NA,Graphiurus_murinus,Graphiurus murinus
Haeromys_margarettae,Haeromys margarettae,1003176,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Haeromys,margarettae,Haeromys margarettae,Haeromys margarettae,NA,118,Haeromys_margarettae_MURIDAE_RODENTIA,Haeromys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Haeromys_margarettae,0,0,imputed,PC11_Muridae,NA,Haeromys_margarettae,Haeromys margarettae
Handleyomys_alfaroi,Handleyomys alfaroi,1002538,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Handleyomys,alfaroi,Handleyomys alfaroi,Oryzomys alfaroi,NA,119,Handleyomys_alfaroi_CRICETIDAE_RODENTIA,Handleyomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,3,0,sampled,PC12_Cricetidae,NA,Handleyomys_alfaroi,Handleyomys alfaroi
Handleyomys_chapmani,Handleyomys chapmani,1002539,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Handleyomys,chapmani,Handleyomys chapmani,Oryzomys chapmani,NA,120,Handleyomys_chapmani_CRICETIDAE_RODENTIA,Handleyomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,1,0,sampled,PC12_Cricetidae,NA,Handleyomys_chapmani,Handleyomys chapmani
Handleyomys_melanotis,Handleyomys melanotis,1002543,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Handleyomys,melanotis,Handleyomys melanotis,Oryzomys melanotis,NA,121,Handleyomys_melanotis_CRICETIDAE_RODENTIA,Handleyomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,3,0,sampled,PC12_Cricetidae,NA,Handleyomys_melanotis,Handleyomys melanotis
Heliosciurus_ruwenzorii,Heliosciurus ruwenzorii,1001817,RODENTIA,SCIURIDAE,XERINAE,PROTOXERINI,Heliosciurus,ruwenzorii,Heliosciurus ruwenzorii,Heliosciurus ruwenzorii,NA,122,Heliosciurus_ruwenzorii_SCIURIDAE_RODENTIA,Heliosciurus,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Heliosciurus_ruwenzorii,3,0,sampled,PC13_SquirrelRelated,NA,Heliosciurus_ruwenzorii,Heliosciurus ruwenzorii
Heteromys_desmarestianus,Heteromys desmarestianus,1001915,RODENTIA,HETEROMYIDAE,HETEROMYINAE,NA,Heteromys,desmarestianus,Heteromys desmarestianus,Heteromys desmarestianus,NA,123,Heteromys_desmarestianus_HETEROMYIDAE_RODENTIA,Heteromys,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Heteromys_desmarestianus,2,0,sampled,PC7_Castorimorpha,NA,Heteromys_desmarestianus,Heteromys desmarestianus
Heteromys_irroratus,Heteromys irroratus,1001918,RODENTIA,HETEROMYIDAE,HETEROMYINAE,NA,Heteromys,irroratus,Heteromys irroratus,Liomys irroratus,NA,391,Liomys_irroratus_HETEROMYIDAE_RODENTIA,Liomys,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Liomys_irroratus,3,0,sampled,PC7_Castorimorpha,Liomys_irroratus,Liomys_irroratus,Liomys irroratus
Heteromys_nubicolens,Heteromys nubicolens,1001920,RODENTIA,HETEROMYIDAE,HETEROMYINAE,NA,Heteromys,nubicolens,Heteromys nubicolens,NA,NA,124,Heteromys_nubicolens_HETEROMYIDAE_RODENTIA,Heteromys,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,2,0,sampled,PC7_Castorimorpha,NA,Heteromys_nubicolens,Heteromys nubicolens
Heteromys_pictus,Heteromys pictus,1001923,RODENTIA,HETEROMYIDAE,HETEROMYINAE,NA,Heteromys,pictus,Heteromys pictus,Liomys pictus,NA,392,Liomys_pictus_HETEROMYIDAE_RODENTIA,Liomys,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Liomys_pictus,3,0,sampled,PC7_Castorimorpha,Liomys_pictus,Liomys_pictus,Liomys pictus
Heteromys_salvini,Heteromys salvini,1001924,RODENTIA,HETEROMYIDAE,HETEROMYINAE,NA,Heteromys,salvini,Heteromys salvini,Liomys salvini,NA,393,Liomys_salvini_HETEROMYIDAE_RODENTIA,Liomys,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Liomys_salvini,2,0,sampled,PC7_Castorimorpha,Liomys_salvini,Liomys_salvini,Liomys salvini
Holochilus_chacarius,Holochilus chacarius,1002548,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Holochilus,chacarius,Holochilus chacarius,Holochilus chacarius,NA,125,Holochilus_chacarius_CRICETIDAE_RODENTIA,Holochilus,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Holochilus_chacarius,3,0,sampled,PC12_Cricetidae,NA,Holochilus_chacarius,Holochilus chacarius
Holochilus_sciureus,Holochilus sciureus,1002550,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Holochilus,sciureus,Holochilus sciureus,Holochilus sciureus,NA,126,Holochilus_sciureus_CRICETIDAE_RODENTIA,Holochilus,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Holochilus_sciureus,6,0,sampled,PC12_Cricetidae,NA,Holochilus_sciureus,Holochilus sciureus
Hybomys_lunaris,Hybomys lunaris,1003082,RODENTIA,MURIDAE,MURINAE,ARVICANTHINI,Hybomys,lunaris,Hybomys lunaris,Hybomys lunaris,NA,127,Hybomys_lunaris_MURIDAE_RODENTIA,Hybomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Hybomys_lunaris,1,0,sampled,PC11_Muridae,NA,Hybomys_lunaris,Hybomys lunaris
Hylaeamys_perenensis,Hylaeamys perenensis,1002557,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Hylaeamys,perenensis,Hylaeamys perenensis,Oryzomys perenensis,NA,128,Hylaeamys_perenensis_CRICETIDAE_RODENTIA,Hylaeamys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,2,0,sampled,PC12_Cricetidae,NA,Hylaeamys_perenensis,Hylaeamys perenensis
Hylaeamys_yunganus,Hylaeamys yunganus,1002560,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Hylaeamys,yunganus,Hylaeamys yunganus,Oryzomys yunganus,NA,129,Hylaeamys_yunganus_CRICETIDAE_RODENTIA,Hylaeamys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,3,0,sampled,PC12_Cricetidae,NA,Hylaeamys_yunganus,Hylaeamys yunganus
Hylomyscus_denniae,Hylomyscus denniae,1003448,RODENTIA,MURIDAE,MURINAE,PRAOMYINI,Hylomyscus,denniae,Hylomyscus denniae,Hylomyscus denniae,NA,130,Hylomyscus_denniae_MURIDAE_RODENTIA,Hylomyscus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Hylomyscus_denniae,2,0,sampled,PC11_Muridae,NA,Hylomyscus_denniae,Hylomyscus denniae
Hylopetes_alboniger,Hylopetes alboniger,1001623,RODENTIA,SCIURIDAE,SCIURINAE,PTEROMYINI,Hylopetes,alboniger,Hylopetes alboniger,Hylopetes alboniger,NA,131,Hylopetes_alboniger_SCIURIDAE_RODENTIA,Hylopetes,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Hylopetes_alboniger,2,0,sampled,PC13_SquirrelRelated,NA,Hylopetes_alboniger,Hylopetes alboniger
Hylopetes_platyurus,Hylopetes platyurus,1001628,RODENTIA,SCIURIDAE,SCIURINAE,PTEROMYINI,Hylopetes,platyurus,Hylopetes platyurus,Hylopetes platyurus,NA,132,Hylopetes_platyurus_SCIURIDAE_RODENTIA,Hylopetes,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Hylopetes_platyurus,0,0,imputed,PC13_SquirrelRelated,NA,Hylopetes_platyurus,Hylopetes platyurus
Hylopetes_spadiceus,Hylopetes spadiceus,1001631,RODENTIA,SCIURIDAE,SCIURINAE,PTEROMYINI,Hylopetes,spadiceus,Hylopetes spadiceus,Hylopetes spadiceus,NA,133,Hylopetes_spadiceus_SCIURIDAE_RODENTIA,Hylopetes,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Hylopetes_spadiceus,2,0,sampled,PC13_SquirrelRelated,NA,Hylopetes_spadiceus,Hylopetes spadiceus
Iomys_horsfieldii,Iomys horsfieldii,1001633,RODENTIA,SCIURIDAE,SCIURINAE,PTEROMYINI,Iomys,horsfieldii,Iomys horsfieldii,Iomys horsfieldii,NA,134,Iomys_horsfieldii_SCIURIDAE_RODENTIA,Iomys,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Iomys_horsfieldii,1,0,sampled,PC13_SquirrelRelated,NA,Iomys_horsfieldii,Iomys horsfieldii
Isothrix_barbarabrownae,Isothrix barbarabrownae,1001404,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Isothrix,barbarabrownae,Isothrix barbarabrownae,NA,NA,135,Isothrix_barbarabrownae_ECHIMYIDAE_RODENTIA,Isothrix,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,NA,4,0,sampled,PC14_GuineaPigRelated,NA,Isothrix_barbarabrownae,Isothrix barbarabrownae
Juliomys_rimofrons,Juliomys rimofrons,1002511,RODENTIA,CRICETIDAE,SIGMODONTINAE,WIEDOMYINI,Juliomys,rimofrons,Juliomys rimofrons,Juliomys rimofrons,NA,136,Juliomys_rimofrons_CRICETIDAE_RODENTIA,Juliomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Juliomys_rimofrons,1,0,sampled,PC12_Cricetidae,NA,Juliomys_rimofrons,Juliomys rimofrons
Kannabateomys_amblyonyx,Kannabateomys amblyonyx,1001410,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Kannabateomys,amblyonyx,Kannabateomys amblyonyx,Kannabateomys amblyonyx,NA,137,Kannabateomys_amblyonyx_ECHIMYIDAE_RODENTIA,Kannabateomys,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Kannabateomys_amblyonyx,2,0,sampled,PC14_GuineaPigRelated,NA,Kannabateomys_amblyonyx,Kannabateomys amblyonyx
Lariscus_hosei,Lariscus hosei,1001561,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Lariscus,hosei,Lariscus hosei,Lariscus hosei,NA,140,Lariscus_hosei_SCIURIDAE_RODENTIA,Lariscus,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Lariscus_hosei,0,0,imputed,PC13_SquirrelRelated,NA,Lariscus_hosei,Lariscus hosei
Lasiopodomys_fuscus,Lasiopodomys fuscus,1002113,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Neodon,fuscus,Neodon fuscus,Neodon fuscus,Neodon fuscus,381,Neodon_fuscus_CRICETIDAE_RODENTIA,Neodon,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Neodon_fuscus,4,0,sampled,PC12_Cricetidae,Neodon_fuscus,Neodon_fuscus,Neodon fuscus
Lemmiscus_curtatus,Lemmiscus curtatus,1002050,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Lemmiscus,curtatus,Lemmiscus curtatus,Lemmiscus curtatus,NA,141,Lemmiscus_curtatus_CRICETIDAE_RODENTIA,Lemmiscus,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Lemmiscus_curtatus,0,0,imputed,PC12_Cricetidae,NA,Lemmiscus_curtatus,Lemmiscus curtatus
Lemniscomys_striatus,Lemniscomys striatus,1003095,RODENTIA,MURIDAE,MURINAE,ARVICANTHINI,Lemniscomys,striatus,Lemniscomys striatus,Lemniscomys striatus,NA,142,Lemniscomys_striatus_MURIDAE_RODENTIA,Lemniscomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Lemniscomys_striatus,3,0,sampled,PC11_Muridae,NA,Lemniscomys_striatus,Lemniscomys striatus
Lenothrix_canus,Lenothrix canus,1003539,RODENTIA,MURIDAE,MURINAE,RATTINI,Lenothrix,cana,Lenothrix cana,Lenothrix cana,Lenothrix cana,143,Lenothrix_canus_MURIDAE_RODENTIA,Lenothrix,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Lenothrix_canus,0,0,imputed,PC11_Muridae,NA,Lenothrix_canus,Lenothrix canus
Leopoldamys_edwardsi,Leopoldamys edwardsi,1003542,RODENTIA,MURIDAE,MURINAE,RATTINI,Leopoldamys,edwardsi,Leopoldamys edwardsi,Leopoldamys edwardsi,NA,144,Leopoldamys_edwardsi_MURIDAE_RODENTIA,Leopoldamys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Leopoldamys_edwardsi,6,0,sampled,PC11_Muridae,NA,Leopoldamys_edwardsi,Leopoldamys edwardsi
Leopoldamys_neilli,Leopoldamys neilli,1003546,RODENTIA,MURIDAE,MURINAE,RATTINI,Leopoldamys,neilli,Leopoldamys neilli,Leopoldamys neilli,NA,145,Leopoldamys_neilli_MURIDAE_RODENTIA,Leopoldamys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Leopoldamys_neilli,3,0,sampled,PC11_Muridae,NA,Leopoldamys_neilli,Leopoldamys neilli
Leopoldamys_sabanus,Leopoldamys sabanus,1003547,RODENTIA,MURIDAE,MURINAE,RATTINI,Leopoldamys,sabanus,Leopoldamys sabanus,Leopoldamys sabanus,NA,146,Leopoldamys_sabanus_MURIDAE_RODENTIA,Leopoldamys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Leopoldamys_sabanus,7,0,sampled,PC11_Muridae,NA,Leopoldamys_sabanus,Leopoldamys sabanus
Limnomys_bryophilus,Limnomys bryophilus,1003549,RODENTIA,MURIDAE,MURINAE,RATTINI,Limnomys,bryophilus,Limnomys bryophilus,Limnomys bryophilus,NA,147,Limnomys_bryophilus_MURIDAE_RODENTIA,Limnomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Limnomys_bryophilus,3,0,sampled,PC11_Muridae,NA,Limnomys_bryophilus,Limnomys bryophilus
