Sp_Name,SpName,id,order,family,subfamily,tribe,genus,specificEpithet,CMW_sciName,MSW3_sciName,SynonymUsedMDD,X,tiplabel,gen,fam,ord,clade,higher,MSW3_sciName_matched,genes,extinct.,samp,PC,SynonymMatched,Phylo_Name,PhyloName
Apodemus_agrarius,Apodemus agrarius,1003007,RODENTIA,MURIDAE,MURINAE,APODEMINI,Apodemus,agrarius,Apodemus agrarius,Apodemus agrarius,NA,19,Apodemus_agrarius_MURIDAE_RODENTIA,Apodemus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Apodemus_agrarius,10,0,sampled,PC11_Muridae,NA,Apodemus_agrarius,Apodemus agrarius
Apodemus_chevrieri,Apodemus chevrieri,1003010,RODENTIA,MURIDAE,MURINAE,APODEMINI,Apodemus,chevrieri,Apodemus chevrieri,Apodemus chevrieri,NA,20,Apodemus_chevrieri_MURIDAE_RODENTIA,Apodemus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Apodemus_chevrieri,8,0,sampled,PC11_Muridae,NA,Apodemus_chevrieri,Apodemus chevrieri
Apodemus_draco,Apodemus draco,1003011,RODENTIA,MURIDAE,MURINAE,APODEMINI,Apodemus,draco,Apodemus draco,Apodemus draco,NA,21,Apodemus_draco_MURIDAE_RODENTIA,Apodemus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Apodemus_draco,8,0,sampled,PC11_Muridae,NA,Apodemus_draco,Apodemus draco
Apodemus_flavicollis,Apodemus flavicollis,1003013,RODENTIA,MURIDAE,MURINAE,APODEMINI,Apodemus,flavicollis,Apodemus flavicollis,Apodemus flavicollis,NA,22,Apodemus_flavicollis_MURIDAE_RODENTIA,Apodemus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Apodemus_flavicollis,7,0,sampled,PC11_Muridae,NA,Apodemus_flavicollis,Apodemus flavicollis
Apodemus_latronum,Apodemus latronum,1003017,RODENTIA,MURIDAE,MURINAE,APODEMINI,Apodemus,latronum,Apodemus latronum,Apodemus latronum,NA,23,Apodemus_latronum_MURIDAE_RODENTIA,Apodemus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Apodemus_latronum,7,0,sampled,PC11_Muridae,NA,Apodemus_latronum,Apodemus latronum
Apodemus_peninsulae,Apodemus peninsulae,1003021,RODENTIA,MURIDAE,MURINAE,APODEMINI,Apodemus,peninsulae,Apodemus peninsulae,Apodemus peninsulae,NA,24,Apodemus_peninsulae_MURIDAE_RODENTIA,Apodemus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Apodemus_peninsulae,8,0,sampled,PC11_Muridae,NA,Apodemus_peninsulae,Apodemus peninsulae
Apodemus_sylvaticus,Apodemus sylvaticus,1003026,RODENTIA,MURIDAE,MURINAE,APODEMINI,Apodemus,sylvaticus,Apodemus sylvaticus,Apodemus sylvaticus,NA,25,Apodemus_sylvaticus_MURIDAE_RODENTIA,Apodemus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Apodemus_sylvaticus,6,0,sampled,PC11_Muridae,NA,Apodemus_sylvaticus,Apodemus sylvaticus
Apomys_hylocetes,Apomys hylocetes,1003136,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Apomys,hylocoetes,Apomys hylocoetes,Apomys hylocoetes,Apomys hylocoetes,26,Apomys_hylocetes_MURIDAE_RODENTIA,Apomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Apomys_hylocetes,6,0,sampled,PC11_Muridae,NA,Apomys_hylocetes,Apomys hylocetes
Apomys_insignis,Apomys insignis,1003137,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Apomys,insignis,Apomys insignis,Apomys insignis,NA,27,Apomys_insignis_MURIDAE_RODENTIA,Apomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Apomys_insignis,3,0,sampled,PC11_Muridae,NA,Apomys_insignis,Apomys insignis
Arvicanthis_niloticus,Arvicanthis niloticus,1003046,RODENTIA,MURIDAE,MURINAE,ARVICANTHINI,Arvicanthis,niloticus,Arvicanthis niloticus,Arvicanthis niloticus,NA,28,Arvicanthis_niloticus_MURIDAE_RODENTIA,Arvicanthis,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Arvicanthis_niloticus,3,0,sampled,PC11_Muridae,NA,Arvicanthis_niloticus,Arvicanthis niloticus
Arvicola_scherman,Arvicola scherman,1002037,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Arvicola,amphibius,Arvicola amphibius,Arvicola amphibius,Arvicola amphibius,29,Arvicola_scherman_CRICETIDAE_RODENTIA,Arvicola,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Arvicola_scherman,2,0,sampled,PC12_Cricetidae,NA,Arvicola_scherman,Arvicola scherman
Baiomys_musculus,Baiomys musculus,1002219,RODENTIA,CRICETIDAE,NEOTOMINAE,BAIOMYINI,Baiomys,musculus,Baiomys musculus,Baiomys musculus,NA,30,Baiomys_musculus_CRICETIDAE_RODENTIA,Baiomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Baiomys_musculus,6,0,sampled,PC12_Cricetidae,NA,Baiomys_musculus,Baiomys musculus
Baiomys_taylori,Baiomys taylori,1002220,RODENTIA,CRICETIDAE,NEOTOMINAE,BAIOMYINI,Baiomys,taylori,Baiomys taylori,Baiomys taylori,NA,31,Baiomys_taylori_CRICETIDAE_RODENTIA,Baiomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Baiomys_taylori,5,0,sampled,PC12_Cricetidae,NA,Baiomys_taylori,Baiomys taylori
Batomys_salomonseni,Batomys salomonseni,1003426,RODENTIA,MURIDAE,MURINAE,PHLOEOMYINI,Batomys,salomonseni,Batomys salomonseni,Batomys salomonseni,NA,32,Batomys_salomonseni_MURIDAE_RODENTIA,Batomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Batomys_salomonseni,2,0,sampled,PC11_Muridae,NA,Batomys_salomonseni,Batomys salomonseni
Berylmys_bowersi,Berylmys bowersi,1003505,RODENTIA,MURIDAE,MURINAE,RATTINI,Berylmys,bowersii,Berylmys bowersii,Berylmys bowersii,Berylmys bowersii,33,Berylmys_bowersi_MURIDAE_RODENTIA,Berylmys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Berylmys_bowersi,6,0,sampled,PC11_Muridae,NA,Berylmys_bowersi,Berylmys bowersi
Brucepattersonius_soricinus,Brucepattersonius soricinus,1002435,RODENTIA,CRICETIDAE,SIGMODONTINAE,AKODONTINI,Brucepattersonius,soricinus,Brucepattersonius soricinus,Brucepattersonius soricinus,NA,34,Brucepattersonius_soricinus_CRICETIDAE_RODENTIA,Brucepattersonius,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Brucepattersonius_soricinus,2,0,sampled,PC12_Cricetidae,NA,Brucepattersonius_soricinus,Brucepattersonius soricinus
Bullimus_bagobus,Bullimus bagobus,1003508,RODENTIA,MURIDAE,MURINAE,RATTINI,Bullimus,bagobus,Bullimus bagobus,Bullimus bagobus,NA,35,Bullimus_bagobus_MURIDAE_RODENTIA,Bullimus,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Bullimus_bagobus,3,0,sampled,PC11_Muridae,NA,Bullimus_bagobus,Bullimus bagobus
Callosciurus_adamsi,Callosciurus adamsi,1001535,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Callosciurus,adamsi,Callosciurus adamsi,Callosciurus adamsi,NA,36,Callosciurus_adamsi_SCIURIDAE_RODENTIA,Callosciurus,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Callosciurus_adamsi,0,0,imputed,PC13_SquirrelRelated,NA,Callosciurus_adamsi,Callosciurus adamsi
Callosciurus_baluensis,Callosciurus baluensis,1001536,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Callosciurus,baluensis,Callosciurus baluensis,Callosciurus baluensis,NA,37,Callosciurus_baluensis_SCIURIDAE_RODENTIA,Callosciurus,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Callosciurus_baluensis,0,0,imputed,PC13_SquirrelRelated,NA,Callosciurus_baluensis,Callosciurus baluensis
Callosciurus_erythraeus,Callosciurus erythraeus,1001538,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Callosciurus,erythraeus,Callosciurus erythraeus,Callosciurus erythraeus,NA,38,Callosciurus_erythraeus_SCIURIDAE_RODENTIA,Callosciurus,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Callosciurus_erythraeus,7,0,sampled,PC13_SquirrelRelated,NA,Callosciurus_erythraeus,Callosciurus erythraeus
Callosciurus_notatus,Callosciurus notatus,1001544,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Callosciurus,notatus,Callosciurus notatus,Callosciurus notatus,NA,39,Callosciurus_notatus_SCIURIDAE_RODENTIA,Callosciurus,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Callosciurus_notatus,4,0,sampled,PC13_SquirrelRelated,NA,Callosciurus_notatus,Callosciurus notatus
Callosciurus_orestes,Callosciurus orestes,1001545,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Callosciurus,orestes,Callosciurus orestes,Callosciurus orestes,NA,40,Callosciurus_orestes_SCIURIDAE_RODENTIA,Callosciurus,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Callosciurus_orestes,1,0,sampled,PC13_SquirrelRelated,NA,Callosciurus_orestes,Callosciurus orestes
Callosciurus_prevostii,Callosciurus prevostii,1001547,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Callosciurus,prevostii,Callosciurus prevostii,Callosciurus prevostii,NA,41,Callosciurus_prevostii_SCIURIDAE_RODENTIA,Callosciurus,SCIURIDAE,RODENTIA,Squirrel-related,Euarchontoglires,Callosciurus_prevostii,4,0,sampled,PC13_SquirrelRelated,NA,Callosciurus_prevostii,Callosciurus prevostii
Calomys_callosus,Calomys callosus,1002686,RODENTIA,CRICETIDAE,SIGMODONTINAE,PHYLLOTINI,Calomys,callosus,Calomys callosus,Calomys callosus,NA,42,Calomys_callosus_CRICETIDAE_RODENTIA,Calomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Calomys_callosus,5,0,sampled,PC12_Cricetidae,NA,Calomys_callosus,Calomys callosus
Calomys_laucha,Calomys laucha,1002693,RODENTIA,CRICETIDAE,SIGMODONTINAE,PHYLLOTINI,Calomys,laucha,Calomys laucha,Calomys laucha,NA,43,Calomys_laucha_CRICETIDAE_RODENTIA,Calomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Calomys_laucha,3,0,sampled,PC12_Cricetidae,NA,Calomys_laucha,Calomys laucha
Calomys_lepidus,Calomys lepidus,1002694,RODENTIA,CRICETIDAE,SIGMODONTINAE,PHYLLOTINI,Calomys,lepidus,Calomys lepidus,Calomys lepidus,NA,44,Calomys_lepidus_CRICETIDAE_RODENTIA,Calomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Calomys_lepidus,6,0,sampled,PC12_Cricetidae,NA,Calomys_lepidus,Calomys lepidus
Calomys_musculinus,Calomys musculinus,1002697,RODENTIA,CRICETIDAE,SIGMODONTINAE,PHYLLOTINI,Calomys,musculinus,Calomys musculinus,Calomys musculinus,NA,45,Calomys_musculinus_CRICETIDAE_RODENTIA,Calomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Calomys_musculinus,3,0,sampled,PC12_Cricetidae,NA,Calomys_musculinus,Calomys musculinus
Caryomys_eva,Caryomys eva,1002159,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Caryomys,eva,Caryomys eva,Caryomys eva,NA,46,Caryomys_eva_CRICETIDAE_RODENTIA,Caryomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Caryomys_eva,3,0,sampled,PC12_Cricetidae,NA,Caryomys_eva,Caryomys eva
Caryomys_inez,Caryomys inez,1002160,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Caryomys,inez,Caryomys inez,Caryomys inez,NA,47,Caryomys_inez_CRICETIDAE_RODENTIA,Caryomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Caryomys_inez,2,0,sampled,PC12_Cricetidae,NA,Caryomys_inez,Caryomys inez
Cavia_aperea,Cavia aperea,1001190,RODENTIA,CAVIIDAE,CAVIINAE,NA,Cavia,aperea,Cavia aperea,Cavia aperea,NA,48,Cavia_aperea_CAVIIDAE_RODENTIA,Cavia,CAVIIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Cavia_aperea,2,0,sampled,PC14_GuineaPigRelated,NA,Cavia_aperea,Cavia aperea
Cavia_tschudii,Cavia tschudii,1001196,RODENTIA,CAVIIDAE,CAVIINAE,NA,Cavia,tschudii,Cavia tschudii,Cavia tschudii,NA,49,Cavia_tschudii_CAVIIDAE_RODENTIA,Cavia,CAVIIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Cavia_tschudii,16,0,sampled,PC14_GuineaPigRelated,NA,Cavia_tschudii,Cavia tschudii
Chaetodipus_baileyi,Chaetodipus baileyi,1001930,RODENTIA,HETEROMYIDAE,PEROGNATHINAE,NA,Chaetodipus,baileyi,Chaetodipus baileyi,Chaetodipus baileyi,NA,50,Chaetodipus_baileyi_HETEROMYIDAE_RODENTIA,Chaetodipus,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chaetodipus_baileyi,3,0,sampled,PC7_Castorimorpha,NA,Chaetodipus_baileyi,Chaetodipus baileyi
Chaetodipus_californicus,Chaetodipus californicus,1001931,RODENTIA,HETEROMYIDAE,PEROGNATHINAE,NA,Chaetodipus,californicus,Chaetodipus californicus,Chaetodipus californicus,NA,51,Chaetodipus_californicus_HETEROMYIDAE_RODENTIA,Chaetodipus,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chaetodipus_californicus,5,0,sampled,PC7_Castorimorpha,NA,Chaetodipus_californicus,Chaetodipus californicus
Chaetodipus_eremicus,Chaetodipus eremicus,1001934,RODENTIA,HETEROMYIDAE,PEROGNATHINAE,NA,Chaetodipus,eremicus,Chaetodipus eremicus,Chaetodipus eremicus,NA,52,Chaetodipus_eremicus_HETEROMYIDAE_RODENTIA,Chaetodipus,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chaetodipus_eremicus,2,0,sampled,PC7_Castorimorpha,NA,Chaetodipus_eremicus,Chaetodipus eremicus
Chaetodipus_formosus,Chaetodipus formosus,1001936,RODENTIA,HETEROMYIDAE,PEROGNATHINAE,NA,Chaetodipus,formosus,Chaetodipus formosus,Chaetodipus formosus,NA,53,Chaetodipus_formosus_HETEROMYIDAE_RODENTIA,Chaetodipus,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chaetodipus_formosus,4,0,sampled,PC7_Castorimorpha,NA,Chaetodipus_formosus,Chaetodipus formosus
Chaetodipus_hispidus,Chaetodipus hispidus,1001938,RODENTIA,HETEROMYIDAE,PEROGNATHINAE,NA,Chaetodipus,hispidus,Chaetodipus hispidus,Chaetodipus hispidus,NA,54,Chaetodipus_hispidus_HETEROMYIDAE_RODENTIA,Chaetodipus,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chaetodipus_hispidus,4,0,sampled,PC7_Castorimorpha,NA,Chaetodipus_hispidus,Chaetodipus hispidus
Chaetodipus_intermedius,Chaetodipus intermedius,1001939,RODENTIA,HETEROMYIDAE,PEROGNATHINAE,NA,Chaetodipus,intermedius,Chaetodipus intermedius,Chaetodipus intermedius,NA,55,Chaetodipus_intermedius_HETEROMYIDAE_RODENTIA,Chaetodipus,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chaetodipus_intermedius,2,0,sampled,PC7_Castorimorpha,NA,Chaetodipus_intermedius,Chaetodipus intermedius
Chaetodipus_penicillatus,Chaetodipus penicillatus,1001942,RODENTIA,HETEROMYIDAE,PEROGNATHINAE,NA,Chaetodipus,penicillatus,Chaetodipus penicillatus,Chaetodipus penicillatus,NA,56,Chaetodipus_penicillatus_HETEROMYIDAE_RODENTIA,Chaetodipus,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chaetodipus_penicillatus,3,0,sampled,PC7_Castorimorpha,NA,Chaetodipus_penicillatus,Chaetodipus penicillatus
Chionomys_nivalis,Chionomys nivalis,1002044,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Chionomys,nivalis,Chionomys nivalis,Chionomys nivalis,NA,57,Chionomys_nivalis_CRICETIDAE_RODENTIA,Chionomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chionomys_nivalis,5,0,sampled,PC12_Cricetidae,NA,Chionomys_nivalis,Chionomys nivalis
Chiropodomys_gliroides,Chiropodomys gliroides,1003154,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Chiropodomys,gliroides,Chiropodomys gliroides,Chiropodomys gliroides,NA,58,Chiropodomys_gliroides_MURIDAE_RODENTIA,Chiropodomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chiropodomys_gliroides,7,0,sampled,PC11_Muridae,NA,Chiropodomys_gliroides,Chiropodomys gliroides
Chiropodomys_major,Chiropodomys major,1003156,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Chiropodomys,major,Chiropodomys major,Chiropodomys major,NA,59,Chiropodomys_major_MURIDAE_RODENTIA,Chiropodomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chiropodomys_major,0,0,imputed,PC11_Muridae,NA,Chiropodomys_major,Chiropodomys major
Chiropodomys_muroides,Chiropodomys muroides,1003157,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Chiropodomys,muroides,Chiropodomys muroides,Chiropodomys muroides,NA,60,Chiropodomys_muroides_MURIDAE_RODENTIA,Chiropodomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chiropodomys_muroides,0,0,imputed,PC11_Muridae,NA,Chiropodomys_muroides,Chiropodomys muroides
Chiropodomys_pusillus,Chiropodomys pusillus,1003158,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Chiropodomys,pusillus,Chiropodomys pusillus,Chiropodomys pusillus,NA,61,Chiropodomys_pusillus_MURIDAE_RODENTIA,Chiropodomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Chiropodomys_pusillus,0,0,imputed,PC11_Muridae,NA,Chiropodomys_pusillus,Chiropodomys pusillus
Crunomys_melanius,Crunomys melanius,1003524,RODENTIA,MURIDAE,MURINAE,RATTINI,Crunomys,melanius,Crunomys melanius,Crunomys melanius,NA,63,Crunomys_melanius_MURIDAE_RODENTIA,Crunomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Crunomys_melanius,3,0,sampled,PC11_Muridae,NA,Crunomys_melanius,Crunomys melanius
Crunomys_suncoides,Crunomys suncoides,1003525,RODENTIA,MURIDAE,MURINAE,RATTINI,Crunomys,suncoides,Crunomys suncoides,Crunomys suncoides,NA,64,Crunomys_suncoides_MURIDAE_RODENTIA,Crunomys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Crunomys_suncoides,2,0,sampled,PC11_Muridae,NA,Crunomys_suncoides,Crunomys suncoides
Ctenomys_latro,Ctenomys latro,1001335,RODENTIA,CTENOMYIDAE,NA,NA,Ctenomys,latro,Ctenomys latro,Ctenomys latro,NA,65,Ctenomys_latro_CTENOMYIDAE_RODENTIA,Ctenomys,CTENOMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Ctenomys_latro,1,0,sampled,PC14_GuineaPigRelated,NA,Ctenomys_latro,Ctenomys latro
Ctenomys_occultus,Ctenomys occultus,1001345,RODENTIA,CTENOMYIDAE,NA,NA,Ctenomys,occultus,Ctenomys occultus,Ctenomys occultus,NA,66,Ctenomys_occultus_CTENOMYIDAE_RODENTIA,Ctenomys,CTENOMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Ctenomys_occultus,1,0,sampled,PC14_GuineaPigRelated,NA,Ctenomys_occultus,Ctenomys occultus
Ctenomys_tuconax,Ctenomys tuconax,1001368,RODENTIA,CTENOMYIDAE,NA,NA,Ctenomys,tuconax,Ctenomys tuconax,Ctenomys tuconax,NA,67,Ctenomys_tuconax_CTENOMYIDAE_RODENTIA,Ctenomys,CTENOMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Ctenomys_tuconax,1,0,sampled,PC14_GuineaPigRelated,NA,Ctenomys_tuconax,Ctenomys tuconax
Ctenomys_tucumanus,Ctenomys tucumanus,1001369,RODENTIA,CTENOMYIDAE,NA,NA,Ctenomys,tucumanus,Ctenomys tucumanus,Ctenomys tucumanus,NA,68,Ctenomys_tucumanus_CTENOMYIDAE_RODENTIA,Ctenomys,CTENOMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Ctenomys_tucumanus,1,0,sampled,PC14_GuineaPigRelated,NA,Ctenomys_tucumanus,Ctenomys tucumanus
Ctenomys_viperinus,Ctenomys viperinus,1001372,RODENTIA,CTENOMYIDAE,NA,NA,Ctenomys,viperinus,Ctenomys viperinus,Ctenomys viperinus,NA,69,Ctenomys_viperinus_CTENOMYIDAE_RODENTIA,Ctenomys,CTENOMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Ctenomys_viperinus,0,0,imputed,PC14_GuineaPigRelated,NA,Ctenomys_viperinus,Ctenomys viperinus
Dactylomys_boliviensis,Dactylomys boliviensis,1001396,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Dactylomys,boliviensis,Dactylomys boliviensis,Dactylomys boliviensis,NA,72,Dactylomys_boliviensis_ECHIMYIDAE_RODENTIA,Dactylomys,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Dactylomys_boliviensis,5,0,sampled,PC14_GuineaPigRelated,NA,Dactylomys_boliviensis,Dactylomys boliviensis
Dactylomys_dactylinus,Dactylomys dactylinus,1001397,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Dactylomys,dactylinus,Dactylomys dactylinus,Dactylomys dactylinus,NA,73,Dactylomys_dactylinus_ECHIMYIDAE_RODENTIA,Dactylomys,ECHIMYIDAE,RODENTIA,Guinea_pig-related,Euarchontoglires,Dactylomys_dactylinus,4,0,sampled,PC14_GuineaPigRelated,NA,Dactylomys_dactylinus,Dactylomys dactylinus
Dasymys_incomtus,Dasymys incomtus,1003053,RODENTIA,MURIDAE,MURINAE,ARVICANTHINI,Dasymys,incomtus,Dasymys incomtus,Dasymys incomtus,NA,74,Dasymys_incomtus_MURIDAE_RODENTIA,Dasymys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Dasymys_incomtus,5,0,sampled,PC11_Muridae,NA,Dasymys_incomtus,Dasymys incomtus
Dasymys_montanus,Dasymys montanus,1003056,RODENTIA,MURIDAE,MURINAE,ARVICANTHINI,Dasymys,montanus,Dasymys montanus,Dasymys montanus,NA,75,Dasymys_montanus_MURIDAE_RODENTIA,Dasymys,MURIDAE,RODENTIA,Mouse-related,Euarchontoglires,Dasymys_montanus,0,0,imputed,PC11_Muridae,NA,Dasymys_montanus,Dasymys montanus
Delomys_collinus,Delomys collinus,1002507,RODENTIA,CRICETIDAE,SIGMODONTINAE,INCERTAE SEDIS,Delomys,dorsalis,Delomys dorsalis,Delomys dorsalis,Delomys dorsalis,77,Delomys_collinus_CRICETIDAE_RODENTIA,Delomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Delomys_collinus,4,0,sampled,PC12_Cricetidae,NA,Delomys_collinus,Delomys collinus
Delomys_dorsalis,Delomys dorsalis,1002507,RODENTIA,CRICETIDAE,SIGMODONTINAE,INCERTAE SEDIS,Delomys,dorsalis,Delomys dorsalis,Delomys dorsalis,NA,78,Delomys_dorsalis_CRICETIDAE_RODENTIA,Delomys,CRICETIDAE,RODENTIA,Mouse-related,Euarchontoglires,Delomys_dorsalis,3,0,sampled,PC12_Cricetidae,NA,Delomys_dorsalis,Delomys dorsalis
Dendromus_insignis,Dendromus insignis,1003712,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendromus,insignis,Dendromus insignis,Dendromus insignis,NA,79,Dendromus_insignis_NESOMYIDAE_RODENTIA,Dendromus,NESOMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Dendromus_insignis,3,0,sampled,PC10_Nesomyidae,NA,Dendromus_insignis,Dendromus insignis
Dendromus_kivu,Dendromus kivu,1003722,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendromus,nyasae,Dendromus nyasae,Dendromus nyasae,Dendromus nyasae,80,Dendromus_kivu_NESOMYIDAE_RODENTIA,Dendromus,NESOMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,NA,3,0,sampled,PC10_Nesomyidae,NA,Dendromus_kivu,Dendromus kivu
Dipodomys_agilis,Dipodomys agilis,1001889,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Dipodomys,agilis,Dipodomys agilis,Dipodomys agilis,NA,82,Dipodomys_agilis_HETEROMYIDAE_RODENTIA,Dipodomys,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Dipodomys_agilis,2,0,sampled,PC7_Castorimorpha,NA,Dipodomys_agilis,Dipodomys agilis
Dipodomys_californicus,Dipodomys californicus,1001890,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Dipodomys,californicus,Dipodomys californicus,Dipodomys californicus,NA,83,Dipodomys_californicus_HETEROMYIDAE_RODENTIA,Dipodomys,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Dipodomys_californicus,1,0,sampled,PC7_Castorimorpha,NA,Dipodomys_californicus,Dipodomys californicus
Dipodomys_deserti,Dipodomys deserti,1001892,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Dipodomys,deserti,Dipodomys deserti,Dipodomys deserti,NA,84,Dipodomys_deserti_HETEROMYIDAE_RODENTIA,Dipodomys,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Dipodomys_deserti,2,0,sampled,PC7_Castorimorpha,NA,Dipodomys_deserti,Dipodomys deserti
Dipodomys_heermanni,Dipodomys heermanni,1001895,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Dipodomys,heermanni,Dipodomys heermanni,Dipodomys heermanni,NA,85,Dipodomys_heermanni_HETEROMYIDAE_RODENTIA,Dipodomys,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Dipodomys_heermanni,24,0,sampled,PC7_Castorimorpha,NA,Dipodomys_heermanni,Dipodomys heermanni
Dipodomys_merriami,Dipodomys merriami,1001897,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Dipodomys,merriami,Dipodomys merriami,Dipodomys merriami,NA,86,Dipodomys_merriami_HETEROMYIDAE_RODENTIA,Dipodomys,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Dipodomys_merriami,8,0,sampled,PC7_Castorimorpha,NA,Dipodomys_merriami,Dipodomys merriami
Dipodomys_microps,Dipodomys microps,1001898,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Dipodomys,microps,Dipodomys microps,Dipodomys microps,NA,87,Dipodomys_microps_HETEROMYIDAE_RODENTIA,Dipodomys,HETEROMYIDAE,RODENTIA,Mouse-related,Euarchontoglires,Dipodomys_microps,1,0,sampled,PC7_Castorimorpha,NA,Dipodomys_microps,Dipodomys microps
