,Sp_Name,SpName,MDD_id,order,family,subfamily,tribe,genus,specificEpithet,CMW_sciName,MSW3_sciName.x,CheekPouch,CheekPouchSource,SynonymUsedMDD,MSW3_sciName.y,MSW3_ID,MSWFamilyLatin,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,DietFillSource,Diet.Source,Diet.Certainty,ForStrat.Value,ForStrat.Certainty,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,ActivityFillSource,Activity.Source,Activity.Certainty,BodyMass.Value,BodyMass.Source,BodyMass.SpecLevel,SynonymUsedElt,Order,Family,Genus,Body_mass_g,MassFillSource,Adult_svl_cm,Litter_clutch_size,Diel_activity,Habitat_breadth_IUCN,Forest,Savanna,Shrubland,Grassland,Wetland,Rocky.areas,Caves.and.subterranean,Desert,Marine,Marine.intertidal.or.coastal.supratidal,Artificial,Introduced.vegetation,Other.Unknown,HabitatFillSource,SynonymUsedEtard,HBL,TL,HFL,EL,WT,RTL,RHFL,REL,ExtMsmtsFillSource,Habitat,H.source,Life.mode,Life.modeFillSource,Saltation,SaltationFillSource,SynonymUsedAlhajeri,,,
83,Dipodomys_agilis,Dipodomys agilis,1001889,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Dipodomys,agilis,Dipodomys agilis,Dipodomys agilis,1,,NA,Dipodomys agilis,1211,Heteromyidae,20,0,0,0,0,0,20,0,30,30,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,57.85,Ref_117,1,,RODENTIA,HETEROMYIDAE,Dipodomys,60.21,,20,2.5875,Nocturnal,2,1,0,1,0,0,0,0,0,0,0,0,0,0,,,115,172,42,17,68,1.5,0.37,0.15,,Shrubland,Map,Terrestrial,,S1,,,,,
84,Dipodomys_californicus,Dipodomys californicus,1001890,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Dipodomys,californicus,Dipodomys californicus,Dipodomys californicus,1,,NA,Dipodomys californicus,1210,Heteromyidae,20,0,0,0,0,0,20,0,30,30,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,84.96,Ref_117,1,,RODENTIA,HETEROMYIDAE,Dipodomys,84.95,,11.515,2.85,Nocturnal,3,1,0,1,1,0,0,0,0,0,0,0,0,0,,,114,179,44,16,72,1.57,0.39,0.14,,Forest,Map,Terrestrial,,S1,,,,,
85,Dipodomys_deserti,Dipodomys deserti,1001892,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Dipodomys,deserti,Dipodomys deserti,Dipodomys deserti,1,,NA,Dipodomys deserti,1208,Heteromyidae,20,0,0,0,0,0,20,0,30,30,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,104.5,Ref_117,1,,RODENTIA,HETEROMYIDAE,Dipodomys,106.75,,16.9055,3.325,Nocturnal,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,132,186,52,16,91,1.41,0.39,0.12,,Desert,IUCN,Terrestrial,,S1,,,,,
86,Dipodomys_heermanni,Dipodomys heermanni,1001895,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Dipodomys,heermanni,Dipodomys heermanni,Dipodomys heermanni,1,,NA,Dipodomys heermanni,1206,Heteromyidae,20,0,0,0,0,0,20,0,30,30,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,72,Ref_117,1,,RODENTIA,HETEROMYIDAE,Dipodomys,64.15,,15.5625,3.11,Nocturnal,5,1,1,1,1,0,0,0,1,0,0,0,0,0,,,117,167,43,15,63,1.43,0.37,0.13,,Shrubland,Map,Terrestrial,,S1,,,,,
87,Dipodomys_merriami,Dipodomys merriami,1001897,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Dipodomys,merriami,Dipodomys merriami,Dipodomys merriami,1,,NA,Dipodomys merriami,1205,Heteromyidae,20,0,0,0,0,0,20,0,30,30,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,42,Ref_117,1,,RODENTIA,HETEROMYIDAE,Dipodomys,37.91,,14.927,2.345,Nocturnal,2,0,0,1,0,0,0,0,1,0,0,0,0,0,,,98,138,37,13,38,1.41,0.38,0.13,,Shrubland,Map,Terrestrial,,S1,,,,,
88,Dipodomys_microps,Dipodomys microps,1001898,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Dipodomys,microps,Dipodomys microps,Dipodomys microps,1,,NA,Dipodomys microps,1204,Heteromyidae,20,0,0,0,0,0,20,0,30,30,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,54.6,Ref_117,1,,RODENTIA,HETEROMYIDAE,Dipodomys,55.16,,15.6235,2.3775,Nocturnal,3,0,0,1,0,0,1,0,1,0,0,0,0,0,,,110,153,41,13,53,1.39,0.37,0.12,,Grassland,Map,Terrestrial,,S1,,,,,
89,Dipodomys_ordii,Dipodomys ordii,1001901,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Dipodomys,ordii,Dipodomys ordii,Dipodomys ordii,1,,NA,Dipodomys ordii,1195,Heteromyidae,20,0,0,0,0,0,20,0,30,30,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,60.4,Ref_117,1,,RODENTIA,HETEROMYIDAE,Dipodomys,50.4,,15.696,3.05,Nocturnal,2,0,0,1,1,0,0,0,0,0,0,0,0,0,,,108,135,40,13,44,1.25,0.37,0.12,,Grassland,Map,Terrestrial,,S1,,,,,
90,Dipodomys_panamintinus,Dipodomys panamintinus,1001903,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Dipodomys,panamintinus,Dipodomys panamintinus,Dipodomys panamintinus,1,,NA,Dipodomys panamintinus,1196,Heteromyidae,20,0,0,0,0,0,20,0,30,30,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,74.7,Ref_117,1,,RODENTIA,HETEROMYIDAE,Dipodomys,73.67,,12.046,3.64,Nocturnal,3,0,1,1,0,0,0,0,1,0,0,0,0,0,,,117,166,44,14,72,1.42,0.38,0.12,,Shrubland,Map,Terrestrial,,S1,,,,,
91,Dipodomys_spectabilis,Dipodomys spectabilis,1001906,RODENTIA,HETEROMYIDAE,DIPODOMYINAE,NA,Dipodomys,spectabilis,Dipodomys spectabilis,Dipodomys spectabilis,1,,NA,Dipodomys spectabilis,1203,Heteromyidae,20,0,0,0,0,0,20,0,30,30,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,135.88,Ref_117,1,,RODENTIA,HETEROMYIDAE,Dipodomys,130.245,,17.057,2.66,Nocturnal,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,142,184,53,16,106,1.3,0.37,0.11,,Desert,IUCN,Terrestrial,,S1,,,,,
92,Dremomys_everetti,Dremomys everetti,1001579,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Sundasciurus,everetti,Sundasciurus everetti,Sundasciurus everetti,0,,Sundasciurus everetti,Sundasciurus everetti,967,Sciuridae,20,0,0,0,0,0,30,0,30,20,,Ref_1,ABC,S,A,0,0,1,,Ref_1,ABC,147.5,Ref_117,1,,RODENTIA,SCIURIDAE,Dremomys,138.64,,20.35,NA,Other,2,1,0,0,0,0,0,0,0,0,0,1,0,0,,,167,101,37,16,124,0.6,0.22,0.10,,Forest,Map,Scansorial,,S0,,,,,
93,Dremomys_gularis,Dremomys gularis,1001550,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Dremomys,gularis,Dremomys gularis,Dremomys gularis,0,,NA,Dremomys gularis,966,Sciuridae,20,0,0,0,0,0,30,0,30,20,,Ref_2,D1,S,A,0,0,1,,Ref_1,ABC,190.97,"Ref_2, Ref_3",0,,RODENTIA,SCIURIDAE,Dremomys,200.32,,22.234,NA,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,208,162,44,24,NA,0.78,0.21,0.12,,Forest,IUCN,Scansorial,,S0,,,,,
94,Dremomys_pernyi,Dremomys pernyi,1001552,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Dremomys,pernyi,Dremomys pernyi,Dremomys pernyi,0,,NA,Dremomys pernyi,964,Sciuridae,20,0,0,0,0,0,30,0,30,20,,Ref_1,ABC,S,A,0,0,1,,Ref_1,ABC,198.63,Ref_117,1,,RODENTIA,SCIURIDAE,Dremomys,198.63,,NA,4,Other,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,,206,146,49,24.5,NA,0.71,0.24,0.12,16,Forest,IUCN,Scansorial,,S0,,,,,
95,Dryomys_nitedula,Dryomys nitedula,1001525,RODENTIA,GLIRIDAE,LEITHIINAE,NA,Dryomys,nitedula,Dryomys nitedula,Dryomys nitedula,0,,NA,Dryomys nitedula,1139,Gliridae,10,10,0,0,10,0,20,0,30,20,,Ref_1,ABC,Ar,A,1,0,0,,Ref_1,ABC,33.6,Ref_117,1,,RODENTIA,GLIRIDAE,Dryomys,29.5,,11.75,3.24,Nocturnal,8,1,0,1,0,0,1,0,0,0,0,1,0,0,,,106,89,22,16,NA,0.84,0.21,0.150,,Grassland,Map,Arboreal,,S0,,,,,
96,Eospalax_smithii,Eospalax smithii,1003781,RODENTIA,SPALACIDAE,MYOSPALACINAE,NA,Eospalax,smithii,Eospalax smithii,Eospalax smithii,0,,NA,Eospalax smithii,2781,Spalacidae,0,0,0,0,0,0,0,0,50,50,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,256.76,"Ref_2, Ref_3",0,,RODENTIA,SPALACIDAE,Eospalax,175.455,,27,NA,Nocturnal,2,0,0,0,1,0,0,0,0,0,0,1,0,0,,,208,36,29,0.5,320,0.17,0.14,0.002,16,Forest,Map,Subterranean,,S0,,,,,
97,Eothenomys_cachinus,Eothenomys cachinus,1002173,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Eothenomys,cachinus,Eothenomys cachinus,Eothenomys cachinus,0,,NA,Eothenomys cachinus,1471,Cricetidae,0,0,0,0,0,0,0,0,20,80,,Ref_2,D1,G,A,1,1,1,,Ref_2,D1,34.83,"Ref_2, Ref_3",0,,RODENTIA,CRICETIDAE,Eothenomys,34.83,,10.944,1.8,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,118,52,20,14,NA,0.44,0.17,0.12,,Forest,IUCN,Terrestrial,,S0,,,,,
98,Eothenomys_chinensis,Eothenomys chinensis,1002174,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Eothenomys,chinensis,Eothenomys chinensis,Eothenomys chinensis,0,,NA,Eothenomys chinensis,1470,Cricetidae,0,0,0,0,0,0,0,0,20,80,,Ref_1,ABC,G,A,1,1,1,,Ref_1,ABC,45.3,Ref_117,1,,RODENTIA,CRICETIDAE,Eothenomys,45.3,,NA,NA,Nocturnal,2,1,0,0,1,0,0,0,0,0,0,0,0,0,,,109,71,21,13.5,NA,0.65,0.19,0.12,16,Forest,Map,Terrestrial,,S0,,,,,
99,Eothenomys_custos,Eothenomys custos,1002176,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Eothenomys,custos,Eothenomys custos,Eothenomys custos,0,,NA,Eothenomys custos,1469,Cricetidae,0,0,0,0,0,0,0,0,20,80,,Ref_1,ABC,G,A,1,1,1,,Ref_1,ABC,30.8,Ref_117,1,,RODENTIA,CRICETIDAE,Eothenomys,30.8,,NA,NA,Nocturnal,4,1,0,1,1,0,1,0,0,0,0,0,0,0,,,106,30,19,11,32,0.28,0.18,0.10,,Forest,Map,Terrestrial,,S0,,,,,
100,Eothenomys_melanogaster,Eothenomys melanogaster,1002183,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Eothenomys,melanogaster,Eothenomys melanogaster,Eothenomys melanogaster,0,,NA,Eothenomys melanogaster,1476,Cricetidae,0,0,0,0,0,0,0,0,20,80,,Ref_1,ABC,G,A,1,1,1,,Ref_1,ABC,27,Ref_117,1,,RODENTIA,CRICETIDAE,Eothenomys,23.295,,10.944,1.8,Nocturnal,5,1,0,1,1,0,0,0,0,0,0,1,0,0,,,108,35,20,14,35,0.32,0.19,0.13,,Forest,Map,Terrestrial,,S0,,,,,
101,Eothenomys_miletus,Eothenomys miletus,1002184,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Eothenomys,miletus,Eothenomys miletus,Eothenomys miletus,0,,NA,Eothenomys miletus,1472,Cricetidae,0,0,0,0,0,0,0,0,20,80,,Ref_2,D1,G,A,1,1,1,,Ref_1,ABC,50.7,Ref_134,1,,RODENTIA,CRICETIDAE,Eothenomys,46.25861204,,10.944,1.8,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,114,44,18,13,35,0.39,0.16,0.11,,Forest,IUCN,Terrestrial,,S0,,,,,
102,Eothenomys_olitor,Eothenomys olitor,1002185,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Eothenomys,olitor,Eothenomys olitor,Eothenomys olitor,0,,NA,Eothenomys olitor,1473,Cricetidae,0,0,0,0,0,0,0,0,20,80,,Ref_1,ABC,G,A,1,1,1,,Ref_1,ABC,22,Ref_117,1,,RODENTIA,CRICETIDAE,Eothenomys,22,,NA,NA,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,87,34,16,10,NA,0.39,0.18,0.11,16,Forest,IUCN,Terrestrial,,S0,,,,,
103,Eozapus_setchuanus,Eozapus setchuanus,1002012,RODENTIA,ZAPODIDAE,NA,NA,Eozapus,setchuanus,Eozapus setchuanus,Eozapus setchuanus,0,,NA,Eozapus setchuanus,1300,Dipodidae,20,0,0,0,0,0,10,0,40,30,,Ref_3,D2,G,A,1,0,0,,Ref_1,ABC,32.58,Ref_117,1,,RODENTIA,DIPODIDAE,Eozapus,32.578,,10,NA,Nocturnal,4,1,0,1,1,0,0,0,0,0,0,1,0,0,,,85,130,28,13,25,1.53,0.33,0.15,,Grassland,Map,Terrestrial,,S1,,,,,
104,Euryoryzomys_macconnelli,Euryoryzomys macconnelli,1002535,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Euryoryzomys,macconnelli,Euryoryzomys macconnelli,Oryzomys macconnelli,0,,NA,Oryzomys macconnelli,1888,Cricetidae,20,0,0,0,0,0,20,0,20,40,,Ref_1,ABC,G,A,1,1,1,,Ref_1,ABC,58,Ref_117,1,Oryzomys macconnelli,RODENTIA,CRICETIDAE,Euryoryzomys,62.245,,NA,NA,NA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,12,,139,144,34,22,75,1.04,0.24,0.16,,Forest,IUCN,Terrestrial,,S0,,,,,
105,Euryoryzomys_nitidus,Euryoryzomys nitidus,1002536,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Euryoryzomys,nitidus,Euryoryzomys nitidus,Oryzomys nitidus,0,,NA,Oryzomys nitidus,1881,Cricetidae,20,0,0,0,0,0,20,0,20,40,,Ref_1,ABC,G,A,1,1,1,,Ref_1,ABC,55.2,Ref_117,1,Oryzomys nitidus,RODENTIA,CRICETIDAE,Euryoryzomys,55.195,,NA,NA,NA,3,1,0,0,0,0,0,0,0,0,0,1,0,0,12,,148,140,33,24,60,0.95,0.22,0.16,,Forest,Map,Terrestrial,,S0,,,,,
106,Euryzygomatomys_spinosus,Euryzygomatomys spinosus,1001475,RODENTIA,ECHIMYIDAE,EURYZYGOMATOMYINAE,NA,Euryzygomatomys,spinosus,Euryzygomatomys spinosus,Euryzygomatomys spinosus,0,,NA,Euryzygomatomys spinosus,2957,Echimyidae,0,0,0,0,0,0,30,0,20,50,,Ref_3,D2,G,A,1,0,0,,Ref_1,ABC,187.5,Ref_117,1,,RODENTIA,ECHIMYIDAE,Euryzygomatomys,187.495,,27,0.97,Nocturnal,3,1,0,0,1,0,0,0,0,0,0,0,0,0,,,204,53,32,18,NA,0.26,0.16,0.09,,Forest,Map,Terrestrial,,S0,,,,,
107,Exilisciurus_concinnus,Exilisciurus concinnus,1001555,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Exilisciurus,concinnus,Exilisciurus concinnus,Exilisciurus concinnus,0,,NA,Exilisciurus concinnus,970,Sciuridae,20,0,0,0,0,0,0,0,0,80,,Ref_1,ABC,Ar,A,0,0,1,,Ref_1,ABC,30.85,Ref_117,1,,RODENTIA,SCIURIDAE,Exilisciurus,29.285,,10,1.94,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,88,68,25,8,29,0.77,0.28,0.09,IR,Forest,IUCN,Arboreal,,S0,,,,,
108,Exilisciurus_whiteheadi,Exilisciurus whiteheadi,1001557,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Exilisciurus,whiteheadi,Exilisciurus whiteheadi,Exilisciurus whiteheadi,0,,NA,Exilisciurus whiteheadi,968,Sciuridae,20,0,0,0,0,0,0,0,0,80,,Ref_1,ABC,Ar,A,0,0,1,,Ref_1,ABC,20,Ref_117,1,,RODENTIA,SCIURIDAE,Exilisciurus,22.455,,9.15,1.94,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,84,65,24,8,22,0.77,0.29,0.10,IR,Forest,IUCN,Arboreal,,S0,,,,,
109,Funisciurus_carruthersi,Funisciurus carruthersi,1001805,RODENTIA,SCIURIDAE,XERINAE,PROTOXERINI,Funisciurus,carruthersi,Funisciurus carruthersi,Funisciurus carruthersi,0,,NA,Funisciurus carruthersi,1007,Sciuridae,10,0,0,0,0,0,40,0,50,0,,Ref_1,ABC,Ar,A,0,1,1,,Ref_1,ABC,286,Ref_117,1,,RODENTIA,SCIURIDAE,Funisciurus,281.425,,24.4155,NA,Other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,203,201,48,19,222,0.99,0.24,0.09,,Forest,IUCN,Arboreal,,S0,,,,,
110,Galea_musteloides,Galea musteloides,1001200,RODENTIA,CAVIIDAE,CAVIINAE,NA,Galea,musteloides,Galea musteloides,Galea musteloides,0,,NA,Galea musteloides,3047,Caviidae,0,0,0,0,0,0,0,0,0,100,,Ref_1,ABC,G,A,0,0,1,,Ref_1,ABC,480,Ref_117,1,,RODENTIA,CAVIIDAE,Galea,386.64,,25,2.615,Other,2,0,0,1,1,0,0,0,0,0,0,0,0,0,,,190,7,38,19,186,0.04,0.2,0.10,,Grassland,IUCN,Terrestrial,14,S0,,Galea leucoblephara,,,
111,Glaucomys_sabrinus,Glaucomys sabrinus,1001621,RODENTIA,SCIURIDAE,SCIURINAE,PTEROMYINI,Glaucomys,sabrinus,Glaucomys sabrinus,Glaucomys sabrinus,0,,NA,Glaucomys sabrinus,896,Sciuridae,0,0,0,0,0,0,30,0,40,30,,Ref_1,ABC,Ar,A,1,0,0,,Ref_1,ABC,166,Ref_117,1,,RODENTIA,SCIURIDAE,Glaucomys,148,,26.8,3,Nocturnal,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,166,135,40,24,102,0.81,0.24,0.14,,Forest,IUCN,Arboreal,,S0,,,,,
112,Glaucomys_volans,Glaucomys volans,1001622,RODENTIA,SCIURIDAE,SCIURINAE,PTEROMYINI,Glaucomys,volans,Glaucomys volans,Glaucomys volans,0,,NA,Glaucomys volans,895,Sciuridae,0,0,0,0,0,0,30,0,40,30,,Ref_1,ABC,Ar,A,1,0,0,,Ref_1,ABC,63.87,Ref_117,1,,RODENTIA,SCIURIDAE,Glaucomys,65.4,,17.149,3.13,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,128,100,31,19,64,0.78,0.24,0.15,,Forest,IUCN,Arboreal,,S0,,,,,
113,Glis_glis,Glis glis,1001506,RODENTIA,GLIRIDAE,GLIRINAE,NA,Glis,glis,Glis glis,Glis glis,0,,NA,Glis glis,1151,Gliridae,0,0,0,0,0,0,40,0,60,0,,Ref_1,ABC,Ar,A,1,1,0,,Ref_1,ABC,128.09,Ref_58,1,,RODENTIA,GLIRIDAE,Glis,134.0675,,17.854,4.95,Nocturnal,5,1,0,1,0,0,0,0,0,0,0,1,0,0,,,145,125,30,18,NA,0.86,0.21,0.12,,Forest,Map,Arboreal,,S0,,,,,
114,Glyphotes_simus,Glyphotes simus,1001558,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Glyphotes,simus,Glyphotes simus,Glyphotes simus,0,,NA,Glyphotes simus,976,Sciuridae,10,0,0,0,0,0,20,0,50,20,,Ref_3,D2,Ar,A,0,0,1,,Ref_1,ABC,50,Ref_117,1,,RODENTIA,SCIURIDAE,Glyphotes,52.53,,12.4,NA,Other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,117,100,29,13,NA,0.85,0.25,0.11,,Forest,IUCN,Arboreal,,S0,,,,,
115,Grammomys_dryas,Grammomys dryas,1003073,RODENTIA,MURIDAE,MURINAE,ARVICANTHINI,Grammomys,dryas,Grammomys dryas,Grammomys dryas,0,,NA,Grammomys dryas,2346,Muridae,10,0,0,0,0,0,20,0,20,50,,Ref_1,ABC,Ar,A,1,0,0,,Ref_1,ABC,47.48,Ref_178,2,,RODENTIA,MURIDAE,Grammomys,55.66694402,,NA,NA,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,112,160,24,17,43,1.43,0.21,0.15,,Forest,Map,Arboreal,,S0,,,,,
116,Graomys_centralis,Graomys centralis,1002710,RODENTIA,CRICETIDAE,SIGMODONTINAE,PHYLLOTINI,Graomys,chacoensis,Graomys chacoensis,Graomys chacoensis,0,,Graomys chacoensis,Graomys chacoensis,1765,Cricetidae,0,0,0,0,0,0,30,0,30,40,,Ref_2,D1,S,A,1,0,0,,Ref_3,D2,65.28,"Ref_2, Ref_3",0,,RODENTIA,CRICETIDAE,Graomys,68.86,,16.5,7.01,Nocturnal,2,1,0,0,1,0,0,0,0,0,0,0,0,0,12,,142,185,33,24,NA,1.3,0.23,0.17,,Forest,Map,Scansorial,,S0,,Graomys chacoensis,,,
117,Graomys_domorum,Graomys domorum,1002711,RODENTIA,CRICETIDAE,SIGMODONTINAE,PHYLLOTINI,Graomys,domorum,Graomys domorum,Graomys domorum,0,,NA,Graomys domorum,1768,Cricetidae,0,0,0,0,0,0,30,0,30,40,,Ref_1,ABC,S,A,1,0,0,,Ref_3,D2,102,Ref_117,1,,RODENTIA,CRICETIDAE,Graomys,85.43,,16.5,7.01,Nocturnal,2,1,0,0,1,0,0,0,0,0,0,0,0,0,,,128,142,30,24,57,1.11,0.23,0.19,,Forest,Map,Scansorial,,S0,,,,,
118,Graphiurus_murinus,Graphiurus murinus,1001515,RODENTIA,GLIRIDAE,GRAPHIURINAE,NA,Graphiurus,murinus,Graphiurus murinus,Graphiurus murinus,0,,NA,Graphiurus murinus,1129,Gliridae,20,20,0,0,20,0,20,0,20,0,,Ref_1,ABC,S,A,1,0,0,,Ref_1,ABC,19.08,Ref_117,1,,RODENTIA,GLIRIDAE,Graphiurus,20.07,,12.0315,3,Nocturnal,13,1,1,1,1,1,0,0,0,0,0,1,0,0,,,89,76,18,16,NA,0.85,0.2,0.18,,Savanna,Map,Scansorial,,S0,,,,,
119,Haeromys_margarettae,Haeromys margarettae,1003176,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Haeromys,margarettae,Haeromys margarettae,Haeromys margarettae,0,,NA,Haeromys margarettae,2356,Muridae,0,0,0,0,0,0,0,0,100,0,,Ref_1,ABC,Ar,A,1,0,0,,Ref_3,D2,12.7,Ref_117,1,,RODENTIA,MURIDAE,Haeromys,12.7,,7.5995,NA,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,76,134,18,15,NA,1.76,0.24,0.20,IR,Forest,IUCN,Arboreal,,S0,,,,,
120,Handleyomys_alfaroi,Handleyomys alfaroi,1002538,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Handleyomys,alfaroi,Handleyomys alfaroi,Oryzomys alfaroi,0,,NA,Oryzomys alfaroi,1872,Cricetidae,20,0,0,0,0,0,20,0,20,40,,Ref_1,ABC,G,A,1,1,1,,Ref_1,ABC,33.3,Ref_117,1,Oryzomys alfaroi,RODENTIA,CRICETIDAE,Handleyomys,33.3,,NA,NA,NA,3,1,0,0,0,0,0,0,0,0,0,0,0,0,12,,105,109,26,16,NA,1.04,0.25,0.15,,Forest,IUCN,Terrestrial,,S0,,,,,
121,Handleyomys_chapmani,Handleyomys chapmani,1002539,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Handleyomys,chapmani,Handleyomys chapmani,Oryzomys chapmani,0,,NA,Oryzomys chapmani,1857,Cricetidae,20,0,0,0,0,0,20,0,20,40,,Ref_1,ABC,G,A,1,1,1,,Ref_1,ABC,50,Ref_117,1,Oryzomys chapmani,RODENTIA,CRICETIDAE,Handleyomys,49.995,,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,,108,125,28,17,NA,1.16,0.26,0.16,17,Forest,IUCN,Terrestrial,,S0,,,,,
122,Handleyomys_melanotis,Handleyomys melanotis,1002543,RODENTIA,CRICETIDAE,SIGMODONTINAE,ORYZOMYINI,Handleyomys,melanotis,Handleyomys melanotis,Oryzomys melanotis,0,,NA,Oryzomys melanotis,1875,Cricetidae,20,0,0,0,0,0,20,0,20,40,,Ref_1,ABC,G,A,1,1,1,,Ref_1,ABC,50,Ref_117,1,Oryzomys melanotis,RODENTIA,CRICETIDAE,Handleyomys,49.995,,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,,98,116,27,16,32,1.18,0.28,0.16,,Forest,IUCN,Terrestrial,,S0,,,,,
123,Heliosciurus_ruwenzorii,Heliosciurus ruwenzorii,1001817,RODENTIA,SCIURIDAE,XERINAE,PROTOXERINI,Heliosciurus,ruwenzorii,Heliosciurus ruwenzorii,Heliosciurus ruwenzorii,0,,NA,Heliosciurus ruwenzorii,1013,Sciuridae,20,0,0,0,20,0,30,0,30,0,,Ref_1,ABC,S,A,0,1,1,,Ref_1,ABC,291,Ref_117,1,,RODENTIA,SCIURIDAE,Heliosciurus,291,,24.766,2.9325,Other,3,1,0,0,0,0,0,0,0,0,0,1,0,0,,,217,240,55,18,286,1.11,0.25,0.08,,Forest,Map,Scansorial,,S0,,,,,
124,Heteromys_desmarestianus,Heteromys desmarestianus,1001915,RODENTIA,HETEROMYIDAE,HETEROMYINAE,NA,Heteromys,desmarestianus,Heteromys desmarestianus,Heteromys desmarestianus,1,,NA,Heteromys desmarestianus,1245,Heteromyidae,0,0,0,0,0,0,0,0,30,70,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,72.5,Ref_117,1,,RODENTIA,HETEROMYIDAE,Heteromys,74,,NA,3.1225,Nocturnal,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,129,146,34,17,65,1.13,0.26,0.13,,Forest,IUCN,Terrestrial,,S2,,,,,
125,Heteromys_irroratus,Heteromys irroratus,1001918,RODENTIA,HETEROMYIDAE,HETEROMYINAE,NA,Heteromys,irroratus,Heteromys irroratus,Liomys irroratus,1,,NA,Liomys irroratus,1250,Heteromyidae,0,0,0,0,0,0,0,0,50,50,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,50,Ref_117,1,Liomys irroratus,RODENTIA,HETEROMYIDAE,Heteromys,48.95,,12.5275,4.165,Nocturnal,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,Liomys irroratus,116,121,30,15,69,1.04,0.26,0.13,,Shrubland,IUCN,Terrestrial,,S2,,,,,
