,Sp_Name,SpName,MDD_id,order,family,subfamily,tribe,genus,specificEpithet,CMW_sciName,MSW3_sciName.x,CheekPouch,CheekPouchSource,SynonymUsedMDD,MSW3_sciName.y,MSW3_ID,MSWFamilyLatin,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,DietFillSource,Diet.Source,Diet.Certainty,ForStrat.Value,ForStrat.Certainty,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,ActivityFillSource,Activity.Source,Activity.Certainty,BodyMass.Value,BodyMass.Source,BodyMass.SpecLevel,SynonymUsedElt,Order,Family,Genus,Body_mass_g,MassFillSource,Adult_svl_cm,Litter_clutch_size,Diel_activity,Habitat_breadth_IUCN,Forest,Savanna,Shrubland,Grassland,Wetland,Rocky.areas,Caves.and.subterranean,Desert,Marine,Marine.intertidal.or.coastal.supratidal,Artificial,Introduced.vegetation,Other.Unknown,HabitatFillSource,SynonymUsedEtard,HBL,TL,HFL,EL,WT,RTL,RHFL,REL,ExtMsmtsFillSource,Habitat,H.source,Life.mode,Life.modeFillSource,Saltation,SaltationFillSource,SynonymUsedAlhajeri,,,
34,Berylmys_bowersi,Berylmys bowersi,1003505,RODENTIA,MURIDAE,MURINAE,RATTINI,Berylmys,bowersii,Berylmys bowersii,Berylmys bowersii,0,,Berylmys bowersii,Berylmys bowersii,2274,Muridae,30,0,0,0,0,0,20,0,10,40,,Ref_1,ABC,G,A,1,0,0,,Ref_3,D2,300,Ref_117,1,,RODENTIA,MURIDAE,Berylmys,329.34,,27.653,3.88,Nocturnal,8,1,0,1,0,0,0,0,0,0,0,1,0,0,,,266,278,59,32,407,1.05,0.22,0.12,,Forest,Map,Terrestrial,,S0,,,,,
35,Brucepattersonius_soricinus,Brucepattersonius soricinus,1002435,RODENTIA,CRICETIDAE,SIGMODONTINAE,AKODONTINI,Brucepattersonius,soricinus,Brucepattersonius soricinus,Brucepattersonius soricinus,0,,NA,Brucepattersonius soricinus,1725,Cricetidae,90,0,0,0,0,0,0,0,0,10,,Ref_2,D1,G,A,1,0,0,,Ref_3,D2,30.87,"Ref_2, Ref_3",0,,RODENTIA,CRICETIDAE,Brucepattersonius,36.935,,NA,NA,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,103,83,25,16,NA,0.81,0.24,0.16,,Forest,IUCN,Terrestrial,,S0,,,,,
36,Bullimus_bagobus,Bullimus bagobus,1003508,RODENTIA,MURIDAE,MURINAE,RATTINI,Bullimus,bagobus,Bullimus bagobus,Bullimus bagobus,0,,NA,Bullimus bagobus,2279,Muridae,10,0,0,0,0,0,10,0,20,60,,Ref_3,D2,G,A,1,0,0,,Ref_3,D2,432.5,Ref_117,1,,RODENTIA,MURIDAE,Bullimus,395.38,,29.7305,NA,Nocturnal,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,226,181,64,26,396,0.8,0.28,0.12,,Forest,IUCN,Terrestrial,,S0,,,,,
37,Callosciurus_adamsi,Callosciurus adamsi,1001535,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Callosciurus,adamsi,Callosciurus adamsi,Callosciurus adamsi,0,,NA,Callosciurus adamsi,943,Sciuridae,20,0,0,0,10,0,20,0,20,30,,Ref_1,ABC,Ar,A,0,0,1,,Ref_1,ABC,134.5,Ref_117,1,,RODENTIA,SCIURIDAE,Callosciurus,208.72,,22.525,1.955,Other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,174,160,38,16,134,0.92,0.22,0.09,IR,Forest,IUCN,Arboreal,,S0,,,,,
38,Callosciurus_baluensis,Callosciurus baluensis,1001536,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Callosciurus,baluensis,Callosciurus baluensis,Callosciurus baluensis,0,,NA,Callosciurus baluensis,934,Sciuridae,20,0,0,0,10,0,20,0,20,30,,Ref_1,ABC,Ar,A,0,0,1,,Ref_1,ABC,356,Ref_117,1,,RODENTIA,SCIURIDAE,Callosciurus,339.955,,24.175,3,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,232,238,52,22,NA,1.03,0.22,0.09,IR,Forest,IUCN,Arboreal,,S0,,,,,
39,Callosciurus_erythraeus,Callosciurus erythraeus,1001538,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Callosciurus,erythraeus,Callosciurus erythraeus,Callosciurus erythraeus,0,,NA,Callosciurus erythraeus,935,Sciuridae,20,0,0,0,10,0,20,0,20,30,,Ref_1,ABC,Ar,A,0,0,1,,Ref_1,ABC,280,Ref_117,1,,RODENTIA,SCIURIDAE,Callosciurus,280,,24.5965,2.0475,Other,4,1,0,1,0,0,0,0,0,0,0,0,0,0,,,210,195,51,22,NA,0.93,0.24,0.10,,Forest,Map,Arboreal,,S0,,,,,
40,Callosciurus_notatus,Callosciurus notatus,1001544,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Callosciurus,notatus,Callosciurus notatus,Callosciurus notatus,0,,NA,Callosciurus notatus,940,Sciuridae,20,0,0,0,10,0,20,0,20,30,,Ref_1,ABC,Ar,A,0,0,1,,Ref_1,ABC,197.5,Ref_117,1,,RODENTIA,SCIURIDAE,Callosciurus,209.49,,24.7,2.3525,Other,10,1,0,1,0,1,0,0,0,0,0,1,0,0,,,203,177,48,15,NA,0.87,0.24,0.07,,Forest,Map,Arboreal,,S0,,,,,
41,Callosciurus_orestes,Callosciurus orestes,1001545,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Callosciurus,orestes,Callosciurus orestes,Callosciurus orestes,0,,NA,Callosciurus orestes,941,Sciuridae,20,0,0,0,10,0,20,0,20,30,,Ref_1,ABC,Ar,A,0,0,1,,Ref_1,ABC,278,Ref_117,1,,RODENTIA,SCIURIDAE,Callosciurus,278,,20.35,2.64,Other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,151,149,36,14,NA,0.99,0.24,0.09,IR,Forest,IUCN,Arboreal,,S0,,,,,
42,Callosciurus_prevostii,Callosciurus prevostii,1001547,RODENTIA,SCIURIDAE,CALLOSCIURINAE,CALLOSCIURINI,Callosciurus,prevostii,Callosciurus prevostii,Callosciurus prevostii,0,,NA,Callosciurus prevostii,937,Sciuridae,20,0,0,0,10,0,20,0,20,30,,Ref_1,ABC,Ar,A,0,0,1,,Ref_1,ABC,361.46,Ref_117,1,,RODENTIA,SCIURIDAE,Callosciurus,380.73,,26.35,1.5275,Other,3,1,0,0,0,0,0,0,0,0,0,1,0,0,,,249,223,60,22,NA,0.9,0.24,0.09,,Forest,Map,Arboreal,,S0,,,,,
43,Calomys_callosus,Calomys callosus,1002686,RODENTIA,CRICETIDAE,SIGMODONTINAE,PHYLLOTINI,Calomys,callosus,Calomys callosus,Calomys callosus,0,,NA,Calomys callosus,1735,Cricetidae,0,0,0,0,0,0,0,0,0,100,,Ref_1,ABC,G,A,1,1,0,,Ref_1,ABC,44.95,Ref_117,1,,RODENTIA,CRICETIDAE,Calomys,46.775,,NA,4.9475,Nocturnal,8,0,0,1,1,0,0,0,0,0,0,1,0,0,,,99,74,21,17,32,0.75,0.21,0.17,,Savanna,Map,Terrestrial,,S2,,,,,
44,Calomys_laucha,Calomys laucha,1002693,RODENTIA,CRICETIDAE,SIGMODONTINAE,PHYLLOTINI,Calomys,laucha,Calomys laucha,Calomys laucha,0,,NA,Calomys laucha,1738,Cricetidae,0,0,0,0,0,0,0,0,0,100,,Ref_1,ABC,G,A,1,1,0,,Ref_1,ABC,14,Ref_117,1,,RODENTIA,CRICETIDAE,Calomys,19,,12.5,5.1375,Nocturnal,6,1,0,1,1,0,0,0,0,0,0,1,0,0,,,76,59,16,13,13,0.78,0.21,0.17,,Savanna,Map,Terrestrial,,S2,,,,,
45,Calomys_lepidus,Calomys lepidus,1002694,RODENTIA,CRICETIDAE,SIGMODONTINAE,PHYLLOTINI,Calomys,lepidus,Calomys lepidus,Calomys lepidus,0,,NA,Calomys lepidus,1739,Cricetidae,0,0,0,0,0,0,0,0,0,100,,Ref_1,ABC,G,A,1,1,0,,Ref_1,ABC,26.6,Ref_117,1,,RODENTIA,CRICETIDAE,Calomys,23.595,,NA,4.255,Nocturnal,2,0,0,0,1,0,1,0,0,0,0,0,0,0,,,72,44,16,15,11,0.61,0.22,0.21,,Grassland,Map,Terrestrial,,S2,,,,,
46,Calomys_musculinus,Calomys musculinus,1002697,RODENTIA,CRICETIDAE,SIGMODONTINAE,PHYLLOTINI,Calomys,musculinus,Calomys musculinus,Calomys musculinus,0,,NA,Calomys musculinus,1740,Cricetidae,0,0,0,0,0,0,0,0,0,100,,Ref_1,ABC,G,A,1,1,0,,Ref_1,ABC,20.1,Ref_117,1,,RODENTIA,CRICETIDAE,Calomys,20.1,,12.5,5.81,Nocturnal,3,0,0,1,0,0,0,0,0,0,0,1,0,0,,,78,74,18,15,16,0.95,0.23,0.19,,Shrubland,Map,Terrestrial,,S2,,,,,
47,Caryomys_eva,Caryomys eva,1002159,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Caryomys,eva,Caryomys eva,Caryomys eva,0,,NA,Caryomys eva,1448,Cricetidae,0,0,0,0,0,0,0,0,20,80,,Ref_1,ABC,G,A,1,1,1,,Ref_1,ABC,47.71,"Ref_2, Ref_3",0,,RODENTIA,CRICETIDAE,Caryomys,35.105,,NA,NA,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,91,44,16,12,17,0.48,0.18,0.13,,Forest,IUCN,Terrestrial,,S0,,,,,
48,Caryomys_inez,Caryomys inez,1002160,RODENTIA,CRICETIDAE,ARVICOLINAE,CLETHRIONOMYINI,Caryomys,inez,Caryomys inez,Caryomys inez,0,,NA,Caryomys inez,1449,Cricetidae,0,0,0,0,0,0,0,0,20,80,,Ref_1,ABC,G,A,1,1,1,,Ref_1,ABC,47.71,"Ref_2, Ref_3",0,,RODENTIA,CRICETIDAE,Caryomys,35.605,,NA,1.94,Nocturnal,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,89,33,16,10,NA,0.37,0.18,0.11,,Forest,IUCN,Terrestrial,,S0,,,,,
49,Cavia_aperea,Cavia aperea,1001190,RODENTIA,CAVIIDAE,CAVIINAE,NA,Cavia,aperea,Cavia aperea,Cavia aperea,0,,NA,Cavia aperea,3042,Caviidae,0,0,0,0,0,0,0,0,0,100,,Ref_1,ABC,G,A,0,1,0,,Ref_1,ABC,549,Ref_117,1,,RODENTIA,CAVIIDAE,Cavia,524.38,,40,2.31,Other,4,0,1,0,1,0,1,0,0,0,0,0,0,0,,,272,2,47,26,637,0.01,0.17,0.10,,Forest,Map,Terrestrial,,S0,,,,,
50,Cavia_tschudii,Cavia tschudii,1001196,RODENTIA,CAVIIDAE,CAVIINAE,NA,Cavia,tschudii,Cavia tschudii,Cavia tschudii,0,,NA,Cavia tschudii,3045,Caviidae,0,0,0,0,0,0,0,0,0,100,,Ref_1,ABC,G,A,0,1,0,,Ref_1,ABC,1000,Ref_117,1,,RODENTIA,CAVIIDAE,Cavia,325.85,"5,6,9",40,1.96,Other,5,1,0,0,1,1,0,0,0,0,0,0,0,0,,,247,43,28,4,325.8462,0.17,0.11,0.02,13,,,Terrestrial,21,S0,GV,,,,
51,Chaetodipus_baileyi,Chaetodipus baileyi,1001930,RODENTIA,HETEROMYIDAE,PEROGNATHINAE,NA,Chaetodipus,baileyi,Chaetodipus baileyi,Chaetodipus baileyi,1,,NA,Chaetodipus baileyi,1232,Heteromyidae,10,0,0,0,0,0,0,0,80,10,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,26.35,Ref_117,1,,RODENTIA,HETEROMYIDAE,Chaetodipus,28.44,,10.9465,3.68,Nocturnal,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,92,114,26,10,24,1.24,0.28,0.11,,Desert,IUCN,Terrestrial,,S2,,,,,
52,Chaetodipus_californicus,Chaetodipus californicus,1001931,RODENTIA,HETEROMYIDAE,PEROGNATHINAE,NA,Chaetodipus,californicus,Chaetodipus californicus,Chaetodipus californicus,1,,NA,Chaetodipus californicus,1231,Heteromyidae,10,0,0,0,0,0,0,0,80,10,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,22,Ref_117,1,,RODENTIA,HETEROMYIDAE,Chaetodipus,22.505,,NA,4,Nocturnal,3,0,0,1,1,0,0,0,1,0,0,0,0,0,,,88,113,25,12,24,1.28,0.28,0.14,,Shrubland,Map,Terrestrial,,S2,,,,,
53,Chaetodipus_eremicus,Chaetodipus eremicus,1001934,RODENTIA,HETEROMYIDAE,PEROGNATHINAE,NA,Chaetodipus,eremicus,Chaetodipus eremicus,Chaetodipus eremicus,1,,NA,Chaetodipus eremicus,1229,Heteromyidae,20,0,0,0,0,0,0,0,70,10,,Ref_2,D1,G,A,1,0,0,,Ref_1,ABC,20.31,"Ref_2, Ref_3",0,,RODENTIA,HETEROMYIDAE,Chaetodipus,15.57,,7.736,3.645,Nocturnal,2,0,0,1,0,0,0,0,1,0,0,0,0,0,,,72,88,21,7,NA,1.22,0.29,0.10,,Shrubland,Map,Terrestrial,,S2,,,,,
54,Chaetodipus_formosus,Chaetodipus formosus,1001936,RODENTIA,HETEROMYIDAE,PEROGNATHINAE,NA,Chaetodipus,formosus,Chaetodipus formosus,Chaetodipus formosus,1,,NA,Chaetodipus formosus,1226,Heteromyidae,10,0,0,0,0,0,0,0,80,10,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,19.45,Ref_117,1,,RODENTIA,HETEROMYIDAE,Chaetodipus,19.45,,19.391,5.28,Nocturnal,3,0,0,1,0,0,1,0,1,0,0,0,0,0,,,81,105,24,11,16,1.3,0.3,0.14,,Shrubland,Map,Terrestrial,,S2,,,,,
55,Chaetodipus_hispidus,Chaetodipus hispidus,1001938,RODENTIA,HETEROMYIDAE,PEROGNATHINAE,NA,Chaetodipus,hispidus,Chaetodipus hispidus,Chaetodipus hispidus,1,,NA,Chaetodipus hispidus,1237,Heteromyidae,10,0,0,0,0,0,0,0,80,10,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,32,Ref_117,1,,RODENTIA,HETEROMYIDAE,Chaetodipus,35.7,,10.451,5.23,Nocturnal,2,0,0,1,1,0,0,0,0,0,0,0,0,0,,,99,96,25,10,38,0.97,0.25,0.10,,Grassland,Map,Terrestrial,,S2,,,,,
56,Chaetodipus_intermedius,Chaetodipus intermedius,1001939,RODENTIA,HETEROMYIDAE,PEROGNATHINAE,NA,Chaetodipus,intermedius,Chaetodipus intermedius,Chaetodipus intermedius,1,,NA,Chaetodipus intermedius,1235,Heteromyidae,10,0,0,0,0,0,0,0,80,10,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,16.5,Ref_117,1,,RODENTIA,HETEROMYIDAE,Chaetodipus,15.45,,NA,5.2725,Nocturnal,3,0,0,0,1,0,1,0,1,0,0,0,0,0,,,76,90,21,8,NA,1.18,0.28,0.11,,Shrubland,Map,Terrestrial,,S2,,,,,
57,Chaetodipus_penicillatus,Chaetodipus penicillatus,1001942,RODENTIA,HETEROMYIDAE,PEROGNATHINAE,NA,Chaetodipus,penicillatus,Chaetodipus penicillatus,Chaetodipus penicillatus,1,,NA,Chaetodipus penicillatus,1227,Heteromyidae,10,0,0,0,0,0,0,0,80,10,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,16.89,Ref_117,1,,RODENTIA,HETEROMYIDAE,Chaetodipus,16.23,,7.736,3.4725,Nocturnal,2,0,0,1,0,0,0,0,1,0,0,0,0,0,,,80,95,23,8,NA,1.19,0.29,0.10,,Shrubland,Map,Terrestrial,,S2,,,,,
58,Chionomys_nivalis,Chionomys nivalis,1002044,RODENTIA,CRICETIDAE,ARVICOLINAE,ARVICOLINI,Chionomys,nivalis,Chionomys nivalis,Chionomys nivalis,0,,NA,Chionomys nivalis,1452,Cricetidae,0,0,0,0,0,0,0,0,30,70,,Ref_1,ABC,G,A,1,1,1,,Ref_1,ABC,54,Ref_117,1,,RODENTIA,CRICETIDAE,Chionomys,48.005,,NA,3.2325,Nocturnal,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,118,57,19,15,40,0.48,0.16,0.13,,Rocky Areas,IUCN,Terrestrial,,S0,,,,,
59,Chiropodomys_gliroides,Chiropodomys gliroides,1003154,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Chiropodomys,gliroides,Chiropodomys gliroides,Chiropodomys gliroides,0,,NA,Chiropodomys gliroides,2294,Muridae,0,0,0,0,0,0,0,0,0,100,,Ref_1,ABC,Ar,A,1,0,0,,Ref_1,ABC,21.5,Ref_117,1,,RODENTIA,MURIDAE,Chiropodomys,23.68,,12.2,1.91,Nocturnal,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,,81,102,19,16,NA,1.26,0.23,0.20,,Forest,IUCN,Arboreal,,S0,,,,,
60,Chiropodomys_major,Chiropodomys major,1003156,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Chiropodomys,major,Chiropodomys major,Chiropodomys major,0,,NA,Chiropodomys major,2293,Muridae,0,0,0,0,0,0,0,0,0,100,,Ref_1,ABC,Ar,A,1,0,0,,Ref_1,ABC,42,Ref_117,1,,RODENTIA,MURIDAE,Chiropodomys,35.45,,10.7995,NA,Nocturnal,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,104,126,24,16,42,1.21,0.23,0.15,,Forest,IUCN,Arboreal,,S0,,,,,
61,Chiropodomys_muroides,Chiropodomys muroides,1003157,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Chiropodomys,muroides,Chiropodomys muroides,Chiropodomys muroides,0,,NA,Chiropodomys muroides,2292,Muridae,0,0,0,0,0,0,0,0,0,100,,Ref_1,ABC,Ar,A,1,0,0,,Ref_1,ABC,16.4,Ref_117,1,,RODENTIA,MURIDAE,Chiropodomys,22.65,,10.7995,NA,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,70,90,16,14,NA,1.29,0.23,0.20,,Forest,IUCN,Arboreal,,S0,,,,,
62,Chiropodomys_pusillus,Chiropodomys pusillus,1003158,RODENTIA,MURIDAE,MURINAE,HYDROMYINI,Chiropodomys,pusillus,Chiropodomys pusillus,Chiropodomys pusillus,0,,NA,Chiropodomys pusillus,2291,Muridae,0,0,0,0,0,0,0,0,0,100,,Ref_1,ABC,Ar,A,1,0,0,,Ref_1,ABC,28.9,Ref_58,1,,RODENTIA,MURIDAE,Chiropodomys,28.05,,10.7995,2.17,Nocturnal,3,1,0,0,0,0,0,0,0,0,0,1,0,0,,,74,92,16,15,NA,1.24,0.22,0.20,IR,Forest,Map,Arboreal,,S0,,,,,
64,Crunomys_melanius,Crunomys melanius,1003524,RODENTIA,MURIDAE,MURINAE,RATTINI,Crunomys,melanius,Crunomys melanius,Crunomys melanius,0,,NA,Crunomys melanius,2317,Muridae,10,0,0,0,0,0,10,0,20,60,,Ref_3,D2,G,A,0,0,1,,Ref_1,ABC,42.5,Ref_117,1,,RODENTIA,MURIDAE,Crunomys,36.54,,9.949,NA,Other,3,1,0,0,0,0,0,0,0,0,0,1,0,0,,,110,81,26,15,54,0.74,0.24,0.14,,Forest,Map,Terrestrial,,S0,,,,,
65,Crunomys_suncoides,Crunomys suncoides,1003525,RODENTIA,MURIDAE,MURINAE,RATTINI,Crunomys,suncoides,Crunomys suncoides,Crunomys suncoides,0,,NA,Crunomys suncoides,2318,Muridae,10,0,0,0,0,0,10,0,20,60,,Ref_3,D2,G,A,0,0,1,,Ref_1,ABC,44.42,"Ref_2, Ref_3",0,,RODENTIA,MURIDAE,Crunomys,43.46,,NA,NA,Other,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,108,101,27,16,37,0.94,0.25,0.15,,Forest,IUCN,Terrestrial,,S0,,,,,
66,Ctenomys_latro,Ctenomys latro,1001335,RODENTIA,CTENOMYIDAE,NA,NA,Ctenomys,latro,Ctenomys latro,Ctenomys latro,0,,NA,Ctenomys latro,2875,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,,Ref_2,D1,G,A,0,1,1,,Ref_1,ABC,192,Ref_117,1,,RODENTIA,CTENOMYIDAE,Ctenomys,188.61,,NA,NA,Other,2,0,0,1,1,0,0,0,0,0,0,0,0,0,,,153,64,27,9,NA,0.42,0.18,0.06,IR,Forest,Map,Subterranean,,S0,,,,,
67,Ctenomys_occultus,Ctenomys occultus,1001345,RODENTIA,CTENOMYIDAE,NA,NA,Ctenomys,occultus,Ctenomys occultus,Ctenomys occultus,0,,NA,Ctenomys occultus,2919,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,,Ref_2,D1,G,A,0,1,1,,Ref_1,ABC,150,Ref_117,1,,RODENTIA,CTENOMYIDAE,Ctenomys,157.11,,NA,NA,Other,2,0,0,1,1,0,0,0,0,0,0,0,0,0,"10, 11",,191,84,36,9,NA,0.44,0.19,0.05,IR,Unknown,IUCN,Subterranean,,S0,,,,,
68,Ctenomys_tuconax,Ctenomys tuconax,1001368,RODENTIA,CTENOMYIDAE,NA,NA,Ctenomys,tuconax,Ctenomys tuconax,Ctenomys tuconax,0,,NA,Ctenomys tuconax,2901,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,,Ref_2,D1,G,A,0,1,1,,Ref_1,ABC,249,Ref_117,1,,RODENTIA,CTENOMYIDAE,Ctenomys,248.995,,NA,NA,Other,3,0,1,1,1,0,0,0,0,0,0,0,0,0,,,178,77,38,5,NA,0.43,0.21,0.03,,Forest,Map,Subterranean,,S0,,,,,
69,Ctenomys_tucumanus,Ctenomys tucumanus,1001369,RODENTIA,CTENOMYIDAE,NA,NA,Ctenomys,tucumanus,Ctenomys tucumanus,Ctenomys tucumanus,0,,NA,Ctenomys tucumanus,2900,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,,Ref_2,D1,G,A,0,1,1,,Ref_1,ABC,217,Ref_117,1,,RODENTIA,CTENOMYIDAE,Ctenomys,207.36,,25,NA,Other,2,0,1,0,1,0,0,0,0,0,0,0,0,0,,,159,64,31,8,182,0.4,0.19,0.05,,Forest,IUCN,Subterranean,,S0,,,,,
70,Ctenomys_viperinus,Ctenomys viperinus,1001372,RODENTIA,CTENOMYIDAE,NA,NA,Ctenomys,viperinus,Ctenomys viperinus,Ctenomys viperinus,0,,NA,Ctenomys viperinus,2897,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,,Ref_2,D1,G,A,0,1,1,,Ref_2,D1,259.74,"Ref_2, Ref_3",0,,RODENTIA,CTENOMYIDAE,Ctenomys,264.7784159,,NA,NA,Other,3,0,1,1,1,0,0,0,0,0,0,0,0,0,"10, 11",,204,80,37,9,282,0.39,0.18,0.04,"15, IR",,,Subterranean,GV,S0,GV,,,,
73,Dactylomys_boliviensis,Dactylomys boliviensis,1001396,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Dactylomys,boliviensis,Dactylomys boliviensis,Dactylomys boliviensis,0,,NA,Dactylomys boliviensis,3005,Echimyidae,0,0,0,0,0,0,0,0,0,100,,Ref_1,ABC,Ar,A,1,0,0,,Ref_1,ABC,728.8,Ref_117,1,,RODENTIA,ECHIMYIDAE,Dactylomys,709.095,,29.251,2,Nocturnal,2,1,0,0,0,0,0,0,0,0,0,1,0,0,,,277,389,59,20,NA,1.4,0.21,0.07,,Forest,Map,Arboreal,,S0,,,,,
74,Dactylomys_dactylinus,Dactylomys dactylinus,1001397,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Dactylomys,dactylinus,Dactylomys dactylinus,Dactylomys dactylinus,0,,NA,Dactylomys dactylinus,3004,Echimyidae,0,0,0,0,0,0,0,0,0,100,,Ref_1,ABC,Ar,A,1,0,0,,Ref_1,ABC,649.99,Ref_117,1,,RODENTIA,ECHIMYIDAE,Dactylomys,649.985,,29.251,NA,Nocturnal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,288,394,57,18,NA,1.37,0.2,0.06,,Forest,IUCN,Arboreal,,S0,,,,,
75,Dasymys_incomtus,Dasymys incomtus,1003053,RODENTIA,MURIDAE,MURINAE,ARVICANTHINI,Dasymys,incomtus,Dasymys incomtus,Dasymys incomtus,0,,NA,Dasymys incomtus,2325,Muridae,0,0,0,0,0,0,0,0,0,100,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,138.3,Ref_117,1,,RODENTIA,MURIDAE,Dasymys,127.75,,19,2.6275,Nocturnal,11,1,1,1,1,1,0,0,0,0,0,0,0,0,,,169,152,35,22,NA,0.9,0.21,0.13,,Forest,Map,Terrestrial,,S0,,,,,
76,Dasymys_montanus,Dasymys montanus,1003056,RODENTIA,MURIDAE,MURINAE,ARVICANTHINI,Dasymys,montanus,Dasymys montanus,Dasymys montanus,0,,NA,Dasymys montanus,2329,Muridae,0,0,0,0,0,0,0,0,0,100,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,82,Ref_142,1,,RODENTIA,MURIDAE,Dasymys,82,,19,2.585,Nocturnal,3,1,0,0,1,1,0,0,0,0,0,0,0,0,,,145,103,30,18,85,0.71,0.21,0.12,,Forest,Map,Terrestrial,,S0,,,,,
78,Delomys_collinus,Delomys collinus,1002507,RODENTIA,CRICETIDAE,SIGMODONTINAE,INCERTAE SEDIS,Delomys,dorsalis,Delomys dorsalis,Delomys dorsalis,0,,Delomys dorsalis,Delomys dorsalis,1751,Cricetidae,20,0,0,0,0,0,10,0,40,30,,Ref_3,D2,G,A,1,0,0,,Ref_1,ABC,77.94,"Ref_2, Ref_3",0,,RODENTIA,CRICETIDAE,Delomys,67.5,,18.5,NA,Nocturnal,3,1,0,0,1,0,0,0,0,0,0,0,0,0,,,130,132,30,19,NA,1.02,0.23,0.15,IR,Savanna,Map,Terrestrial,,S0,,,,,
79,Delomys_dorsalis,Delomys dorsalis,1002507,RODENTIA,CRICETIDAE,SIGMODONTINAE,INCERTAE SEDIS,Delomys,dorsalis,Delomys dorsalis,Delomys dorsalis,0,,NA,Delomys dorsalis,1752,Cricetidae,20,0,0,0,0,0,10,0,40,30,,Ref_3,D2,G,A,1,0,0,,Ref_1,ABC,67.5,Ref_117,1,,RODENTIA,CRICETIDAE,Delomys,67.5,,18.5,NA,Other,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,124,126,28,23,53,1.02,0.23,0.19,,Forest,IUCN,Terrestrial,,S0,,,,,
80,Dendromus_insignis,Dendromus insignis,1003712,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendromus,insignis,Dendromus insignis,Dendromus insignis,0,,NA,Dendromus insignis,1351,Nesomyidae,20,10,20,0,10,0,20,0,20,0,,Ref_1,ABC,G,A,1,0,0,,Ref_1,ABC,11.05,Ref_117,1,,RODENTIA,NESOMYIDAE,Dendromus,11.05,,10,4.4,Nocturnal,4,1,0,1,1,1,0,0,0,0,0,0,0,0,,,84,99,20,13,14,1.18,0.24,0.15,,Forest,Map,Terrestrial,,S0,,,,,
81,Dendromus_kivu,Dendromus kivu,1003722,RODENTIA,NESOMYIDAE,DENDROMURINAE,NA,Dendromus,nyasae,Dendromus nyasae,Dendromus nyasae,0,,Dendromus nyasae,Dendromus nyasae,1344,Nesomyidae,20,10,20,0,10,0,20,0,20,0,,Ref_1,ABC,G,A,1,0,0,,Ref_2,D1,13.72,Ref_178,2,Dendromus nyasae,RODENTIA,NESOMYIDAE,Dendromus,8.508934408,,NA,NA,NA,5,1,0,0,1,1,0,0,0,0,0,1,0,0,12,,74,92,19,14,10,1.24,0.26,0.19,,Forest,Map,Terrestrial,,S0,,,,,
